start	end	text
658340	661260	一つ一つ手にとっては思い出にひたったりして
662060	664000	僕はそういうものは躊躇せず
664000	665520	あっさり捨てちゃうタイプなんだけど
665940	667920	さすがに人からいただいたものは
667920	669300	罪悪感感じちゃってね
669840	671180	ああ それもわかるな
671600	673140	自分で買ったもんだったら
673140	676140	結構高かったもんでも処分しちゃってるんだけどね
676140	679620	えー 私なんか今使ってないものでも
679620	682820	いつか使うか持って思うと全然捨てられなくて
684100	687200	でも物って何かの機会に思い切って捨てないと
687200	688440	整理がつかないよね
696700	700740	男の人はどういうものが捨てられないと言っていますか
706140	706140	
717960	718740	2番
719460	723000	会社で課長と女の社員が話しています
723860	726700	課長は今回のプレゼンテーションで
726700	729600	何が良くなかったと言っていますか
755200	755840	お店にある
755840	756840	今日はプレゼンおつかれ
756840	760620	あ 課長 私のプレゼンどうでしたか
761120	764860	さっき中村先輩には配布した資料が細かすぎて
764860	768140	分かりにくいって厳しいコメントもらってしまって
770520	774520	でも前回と比べると全体的には成長の後が見られたよ
775240	778020	前はもっと大きい声でハキハキ話せば
778020	780480	グッと良くなるのに惜しいなって思ってたんだけど
780840	782980	その点は今回クリアできてたね
783420	786360	それに動画を効果的に使ってたから
786360	789560	商品のイメージも湧いたし説得力もあったよ
790160	790480	ありがとうございます
792900	797060	あの、私どうもお人前で話すのが苦手で声も通らないし
797920	799480	毎日練習したんです
799480	800040	うん
800660	804000	ただ、中村君の指摘はその通りだったと思うよ
804780	808100	次はもっと完結に要点だけまとめるといいよ
815400	821220	課長は今回のプレゼンテーションで何が良くなかったと言っていますか
835720	836600	3番
837440	841120	会社で女の人と男の人が話しています
842100	846380	男の人はどうしてふるさとに帰ることにしましたか
870220	873220	さとうさん、来月で会社やめるんだって?
873560	875280	うん、田舎に帰るんだ
875860	879320	え、田舎って小川町だったっけ?
879720	882640	うん、自然に囲まれてきれいなところだよ
883180	885860	最近都心から田舎に移る人を増えてるよね
886740	889360	さとうさん、田舎に帰って家業をつぐの?
889920	892080	確か大きな農家だったよね
892660	896000	いや、それがね、去年の10月だったかな
896540	901800	小川町で企業すると町が資金を補助してくれるっていう企画が新聞に出てて
901800	902100	うん
902640	905740	いつかはIT関連の会社を始めたいって思ってたから
905740	907340	これはチャンスだと思って
907800	908440	そうなんだ
909620	911600	それで、ご家族もご一緒に?
912240	914320	まあ、子供の学校のこともあるし
914320	916740	起動に乗るまでは僕一人なんだけど
917140	920400	頑張ってできるだけ早くみんなを呼び寄せたいと思ってるんだ
920880	921500	そっか
922240	926340	自然に囲まれた生活は子供にとってもいいことだよね
932120	936540	男の人はどうしてふるさとに帰ることにしましたか?
953020	956760	テレビでアナウンサーとゲストの男の人が
956760	959220	ある街について話しています
960180	964200	男の人にとってこの街の魅力はどんなところですか?
989060	991100	今回番組が行った調査で
991100	995360	住みたい街ランキング1位に輝いたのは桜町でした
996040	996820	松田さん
997300	1000480	松田さんも確か桜町にお住まいですよね
1000480	1001080	はい
1001580	1002760	人気の理由では
1002760	1006440	郊外にありながら都心にもアクセスしやすい
1006440	1009700	という交通の便の魅力も挙げられていますが
1009700	1011080	弾突で多かったのは
1011560	1014900	桜町といえばオシャレなイメージという声でした
1015300	1015620	はい
1016320	1020100	最近はテレビや雑誌で取り上げられるようなスポットもたくさんあるので
1020100	1022220	そういうイメージが強いんでしょうかね
1022920	1026240	最先端の流行を発信しているという印象がありますよね
1026240	1026860	ええ
1027680	1031840	でも注目されるようになったのは比較的最近のことじゃないですか?
1032400	1032720	そうですね
1033580	1036760	街を歩くと今でも時代に取り残されたような
1036760	1039900	古びた建物が多く天才していて驚かされます
1040500	1045320	だからむしろこの両者が混在しつつも共存していることに惹かれますね
1045740	1050000	私も今度の週末サンポガテラショッピングに行ってみようと思います
1056080	1060040	男の人にとってこの街の魅力はどんなところですか?
1075600	1076340	5番
1077160	1081380	大学で女の学生と男の学生が話しています
1082740	1088020	女の学生たちが運営していた喫茶店はどうして閉店しましたか?
1108640	1110200	女の学生と男の学生が話しています
1110200	1110200	
1110200	1112100	女の学生と男の学生はどうして閉店しましたか?
1113780	1117700	私が2年前に勇士と始めた学生運営の喫茶店
1118080	1119840	先週で閉店になったんだ
1120600	1121480	なんでまた
1122060	1125020	僕にとっては生き抜きできる貴重な空間だったのに
1125560	1125920	うん
1126420	1132180	元々学生だけで接客から経営まで全てやるって目的で始めた店なんだけど
1132720	1135100	卒業や留学で抜けてく人がいるのに
1135100	1138640	その後を追いで参加してくれる学生が出てこなくて
1139100	1140620	で、もう無理かなって
1140940	1141600	そっか
1142260	1147560	学生運営の店ってうちの大学じゃ初の試みで評判も悪くなかったのにね
1147560	1148080	うん
1148660	1151000	最初は店員が不慣れだったせいもあって
1151000	1154380	敵はが悪くてお客さんに迷惑かけたこともあったけど
1154980	1160000	まあ、客の大半が大学の人で特にトラブルになるようなこともなかったし
1160640	1162300	値段も両親的だったよね
1162900	1164780	利用者からするとありがたかったけど
1165140	1167640	あれでよく運営していけるなって思ったんだ
1168360	1171780	だから閉店って聞いて実は赤字が原因かなって
1172360	1174960	確かに利益は多かったとは言えないけど
1175320	1178720	大学の支援があったからそれなりに何とかなってたんだ
1179200	1181480	もちろん支援打ち切られでもしてたら
1181480	1184020	とてもじゃないけど運営できなかったけどね
1239480	1241460	6番
1247540	1248260	6番
1248260	1253480	今日は業界で急成長を遂げた翼電気の社長にお話を伺います
1253980	1258660	さて社長今後さらに企業が成長していく推進力として
1258660	1261540	どのようなことが重要だと思われますか
1261540	1264500	我が社ではさらなる海外展開に向けて
1264500	1268440	特に今優秀な人材の確保が急無だと考えています
1269420	1273600	単に語学が単納で海外経験が豊かであるということではなく
1274200	1278540	異なる文化に身を置く人の立場で物事が考えられる人です
1278540	1279000	なるほど
1279980	1285120	それにかつては周りとの強調を図りながら物事を決めていくのが主流で
1285120	1288280	人事でもチームワークが重視されていましたが
1288760	1292740	今や意志決定を迅速に行わなければならない時代となりました
1293520	1298020	こういう時代ですから我が社でもチームを引っ張っていける人に活躍の場を
1298020	1299200	与えたいと思っています
1299200	1303200	時代によって望まれる人材も変化していくものですね
1303200	1303880	ええ
1304620	1309560	そしてそういう優秀な人材が力を十分に発揮できるような環境を作るのが
1309560	1310620	私の役目です
1311240	1313160	社員が自由に意見を出し
1313160	1317560	勝達な議論ができる風通しの良い明るい職場にしたいと思っています
1323320	1327300	社長は今主にどんな人材を求めていますか
1340120	1340840	そういう事が多いのか
1340840	1341460	7番
1342260	1343900	テレビでレポーターが
1343900	1347660	ある会社の野菜栽培システムについて話しています
1348880	1351420	この会社の今後の課題は何ですか
1360400	1360800	ん
1372000	1372400	ん
1372820	1373220	ん
1373220	1373680	ん
1373680	1373940	ん
1373940	1374060	ん
1374060	1374820	ん
1374820	1374820	
1374820	1374820	
1376000	1387460	こちらの緑ファームでは屋内で人工の光を持ち 温度や湿度要分などの生育環境を制御して野菜を栽培するシステムを運用しています
1388260	1393400	このシステムでは気象や外中の 影響を受けにくく安定した収穫
1393400	1398960	が可能でありかつ農薬を使わない のでその安全性にも今後注目
1398960	1403380	が高まりそうです システム導入にあたっては高額
1403380	1407680	な設備投資や維持費をどう燃出 するかが大きな課題でしたが
1407680	1412500	国からの補助金がおり今年から 導入に踏み切ったということです
1413100	1418400	現段階では栽培できる品種は 限られていますが緑ファームではこの
1418400	1424020	点を克服していきたいとしています なおこれらの野菜は来月から出荷
1424020	1425160	される予定です
1430940	1433520	この会社の今後の課題は何ですか
1441660	1446640	一番会社の会議で男の人が話 しています
1448640	1453620	本社ビルの屋上で木や花を育て 始めて五年が経ちました都会
1453620	1458140	の小さなおアシスとして社員だけ でなくお客様や近隣の方にも
1458140	1462040	喜ばれています この度この屋上の一部をレンタル
1462040	1466100	農園として近隣住民の方々に貸し 出すというアイデアが出て話が
1466100	1470040	進んでいます 着きましてはまずは社員で実験
1470040	1473860	的に野菜を育てて見ようと思って おりまして今日からメンバーを
1473860	1477260	積もります 農業の経験がある人も興味
1477260	1479640	はあるけどという初心者も歓迎 です
1485600	1488960	男の人は何について話していますか
1490780	1494940	一 ビルの屋上を利用する際の規則
1497920	1501480	二 レンタル農園の貸し出し方法
1504660	1507920	三 野菜を作る社員の募集
1511900	1514520	四 農業について学ぶ研修
1527340	1534580	ホテルの経営会議で女の人が経営 の改善について話しています
1536680	1542420	宿泊客が減少し業績が落ち込んでいる 今経営の改善が必要です
1543040	1547580	そこで提案したいのがホテル内にある 直営レストランの見直しです
1548700	1554000	このレストランは朝食時以外はほとんど 客の利用がなく維持日ばかりかかり
1554000	1559160	経営の負担になっております レストラン改装などによる客の
1559160	1564560	増加に期待するよりも飲食専門の 会社と提携し経費を抑える方が
1564560	1569480	特策だと考えます 例えば一回のレストランをファミリー
1569480	1574660	レストランに至くし宿泊客には朝食 クーポンを渡してそこを利用して
1574660	1579340	もらうというのはどうでしょうか これなら直営レストランがなくとも
1579340	1584400	サービスの低下にはなりませんし 委託先にとってもホテルの利用客が
1584400	1588880	確実に自分の店の客になるので 双方にメリットがあると言えます
1594880	1600260	女の人は何を提案していますか 1
1601160	1606100	レストランの改装 2
1607020	1612340	直営レストランの設置 3
1613140	1619200	飲食専門の会社への業務委託 4
1620080	1632100	宿泊客へのサービスの改善 3
1636380	1645520	公園会で男の人が話しています 山川村で行われている山祭りは
1645520	1651640	鎌倉時代に始まった伝統的なお祭りですが ここ何年かは常に存続の危機が
1651640	1655920	支えかれてきました その主な原因として指摘されてきたのは
1655920	1661920	資金不足と人手不足です 資金の方はここ数年で観光業が
1661920	1665580	起動に乗ってきたことなどもあり メドが立っているようですが
1665580	1672080	村の家族家は一向にはどめがかからず 祭りの次の担い手となる若者が不足しています
1672620	1678140	このような状況だと5年後10年後の 存続が難しいというのが現状です
1684040	1690240	男の人は主に何について話していますか 1
1691200	1696700	伝統的な祭りの歴史 2
1697660	1703780	祭りの存続に関わる問題点 3
1704720	1710780	祭りを利用した観光客の有地 4
1711820	1713720	祭りを中止した理由
1725220	1725600	4
1725600	1725880	4
1726700	1730440	テレビの経済番組で レポーターが話しています
1734480	1738780	今話題のこちらの店では コーヒーや紅茶を飲みながら
1738780	1744640	本をじっくり選び購入することができます 店内の客の大半は女性です
1745320	1752720	実はこちらでは店内の本棚やテーブルなどにも寝札がついていて インテリアを購入することもできます
1753160	1761360	まるで家具の販売店のようです インターネットが普及し小説や漫画もインターネットで購入できてしまう現在
1762040	1769620	町の書店は生き残りをかけさまざまな工夫をよぎなくされています こちらでは女性にタイレットを絞り
1769620	1778100	お茶を飲みながら本を選べるという新しい売り方を打ち出し 少しでも店に足を運んでほしいと努力をしているわけです
1786060	1789120	レポーターは何について話していますか
1791020	1794360	1.女性向けの家具の売り方
1797340	1801060	2.女性が購入する本の傾向
1804180	1807940	3.インターネットで本を売るための工夫
1811080	1814420	4.ある書店の販売戦略
1827080	1829900	5.ラジオで男の人が話しています
1831860	1841620	気象価値の高い金属を気象金属といいますが 現在新たな交参開発に頼らずに気象金属を確保する方法が模索されています
1842440	1848680	その中でも特に注目されているのが廃棄された携帯電話などから回収する方法です
1849320	1855140	実は携帯電話などの電子機器には気象金属が多く含まれているのです
1855740	1865220	専門家の資産によると日本国内にある電子機器などに使われている気象金属の中には 世界の埋蔵量の1割を超えるものもあるそうです
1866140	1876140	電子機器からの再利用はコストが非常に高いのですが 天然資源には限りがあるわけで積極的にこうした取り組みを進めていくべきだと思います
1882260	1885980	おとこの人は何について話していますか
1887620	1891300	1 気象金属のリサイクル
1893980	1897840	2 気象金属の交参開発
1900880	1904880	3 世界の気象金属の埋蔵量
1908740	1911920	4 気象金属の廃棄処理
1916540	1918320	1 番
1919120	1923360	あのーすみません こちらの椅子を拝借したいんですが
1926180	1929460	1 じゃあ失礼してこちらの席に
1931420	1933900	2 え?貸してくださるんですか
1936860	1939420	3 あーどうぞお持ち下さい
1952540	1956640	2 番 君ゴルフ初めてにしてはやるね
1959620	1961620	1 いやそれほどでも
1964240	1967600	2 すみませんそんなにご迷惑でしたか
1970180	1972740	3 初めてでもよろしいんですか
1984120	1984940	3 番
1995080	1997200	1 諦めるにはまだ早いよ
1999060	2001840	2 来週なんてすぐじゃない
2004820	2006980	3 あんまり期待してないんだね
2018360	2019120	4 番
2019120	2019120	
2019820	2024480	部長申請品の売上何としても目標を達成してみせます
2027100	2029900	1 おめでとう頑張りましたね
2032380	2035120	2 あ それならもう見ましたよ
2038020	2040780	3 いい報告楽しみにしてます
2052280	2053000	5 番
2061120	2063000	1 やるだけやってみれば
2065600	2068120	2 本当に出なくてよかったね
2070800	2073440	3 まあそんなこと言わないで
2084940	2085940	6 番
2094160	2096840	1 え 思い当たることないの
2098840	2102000	2 叱られたのに忘れちゃったの
2104080	2107660	3 覚えておいた方がいいんじゃないの
2118920	2119700	7 番
2127700	2130120	1 森田さん料理得意だもんね
2132120	2135420	2 忙しかったんだから仕方ないよ
2138580	2141280	3 本当みんなが手伝ったおかげだよね
2152840	2158540	8 番 あんな演劇見るくらいならうちで寝てた方がマシだったよな
2160460	2164580	1 良かった誘った会があった
2167160	2170240	2 それはうちの方がゆっくり見られるでしょ
2173500	2177360	3 まあ確かに評判の割にいまいちだったかもね
2188940	2189660	9 番
2198380	2201020	1 若いのになかなか関心だね
2208940	2211480	3 体力あるから助かっちゃうよね
2223220	2227640	10 番 君のプレゼン文句の付けはなかったよ
2230380	2233120	1 そんなとんでもないです
2235100	2237740	2 御指摘ありがとうございます
2241280	2244020	3 すみません 委員を気をつけます
2255680	2261420	11 番 今日の会議君が資料を届けてくれなきゃ大変なことになってたよ
2263500	2266800	1 届けられればよかったんだけど
2268720	2271940	2 困ったときはお互い様だよ
2274900	2276840	3 それって私のせいってこと?
2276840	2295480	4 話し合わせに30分も遅れたのに電話すらしてこなかったんだよ
2298240	2300140	1 電話してきたならいいじゃない
2302240	2305580	2 電話で済ませるなんて失礼だね
2306180	2306820	3 電話してきたのに
2308900	2311380	3 電話ぐらいしてくれればいいのにね
2324360	2330380	13 番 なんだかんだあったけど山田建設との契約なんとかまとまったよ
2333160	2336140	1 一時はどうなることかと思ったけどね
2338820	2341720	2 その契約まとまるといいね
2343780	2346820	3 努力が無駄になっちゃったね
2352260	2358460	3 電話してきたのに
2358460	2358460	
2358460	2366540	14 番 君問題が起こったら起こったですぐ報告してくれないと困るじゃないか
2368360	2372480	1 仮に問題が生じた場合はそういたします
2375220	2378300	2 お伝えするのが遅れ申し訳ありません
2381360	2383620	3 報告した方がよろしいんじゃない
2383620	2384300	ですか
2392980	2397540	1番 インターネットでホテルの旧人情報を
2397540	2401260	見ながら男の学生と女の学生 が話しています
2403540	2406440	ねえホテルでアルバイトしたいって 言ってなかったっけ
2407240	2411840	うん将来ホテルに就職したくて 学生のうちに接客を学んでおき
2411840	2412200	たいんだ
2412980	2415920	朝日やホテルの旧人情報いろいろ 出てるよ
2416300	2417840	うちから近くていいんじゃない
2418300	2418940	へえ
2418940	2423060	いろんな職種の募集が出てて 時間も時給もいろいろだけど
2423420	2424840	接客業がいいんだよね
2425180	2427980	うん 通用と日曜しかアルバイトできないん
2428080	2432260	だけど週2日までで時給1000円以上 の仕事なんてある
2432900	2439000	あほらウェディング部門の補助 これは時給1200円で週2日か3日
2439000	2439640	金務だって
2440280	2443080	土曜か日曜に入れる人関係だって 書いてある
2443720	2449900	結婚式の企画を手伝うみたいだよ えっとそれから夜間のフロント
2449900	2451940	業務は時給1500円だよ
2452320	2454880	週2日以上金務できる方って書いて ある
2455540	2461880	金務は夜9時から翌朝6時までだけど チェックインや電話大体の仕事を
2461880	2462500	するんだって
2463020	2465980	うーん どっちも面白そうだね
2465980	2471960	あレストランでの接客業務も時給 1200円だよ週3日以上って書いて
2471960	2472280	あるけど
2472840	2477460	そういえば最近このホテルの シェフが世界的な料理コンクール
2477460	2478560	で入賞してたよ
2479140	2484040	へえすごいんだね あとはロビーのサービス業務も募集
2484040	2487640	してるよ 時給850円で週2日だって
2488140	2492420	ロビーでお客を案内したりクローク で接客したりする仕事だね
2493140	2495960	うーん 時給は大切だし
2495960	2498280	鉄屋の仕事は避けたいし
2499100	2502000	金務日にも無理がなさそうな これに応募しよう
2508020	2511600	女の学生はどの仕事に応募しますか
2513300	2516220	1 ウエディング部門の補助
2520040	2521840	2 フロントでの受付
2524900	2527880	3 レストランでの接客
2532020	2533700	4 ロビーでの接客
2546120	2552260	2 レストランの経営者とシャイン 2人が店の経営について話しています
2554720	2561520	最近店の売上が減ってるんだよね 特にランチタイムやその後からディナーまでの
2561520	2564620	午後の時間帯の売上 伸び悩んでるんだよね
2565080	2566140	どうしたものかな
2566740	2570040	ランチタイム 食べ放題にするとかどうですか
2570680	2573100	最近人気あるみたいですよ 食べ放題
2574440	2579500	食べ放題用の新しいメニュー開発とか 準備に手間がかかりそうだね
2579500	2585800	あの売上を伸ばすことを考えるよりも 経費節限を考えた方がいいんじゃないでしょうか
2586440	2591640	例えばお客さんの少ないランチの後の時間 思い切ってお店を占めるっていうのはどうですか
2592220	2594560	確かに経費は節限できるけど
2595100	2601060	それよりもその時間に人気メニューを 格安で提供してお客さんを集めるっていう
2601060	2602560	方法もありますが
2602560	2606520	店の味を少しでも多くの人に 知ってもらえる可能性はあるな
2607200	2609880	店を占めるよりは前向きの方法だし
2610580	2615080	あとオーダーを取る業務を機械化して 人権費を削るというのはどうでしょうか
2615500	2619520	それは初期費用がかかるよ 費用はあまりかけられないし
2619940	2623880	かといって頑張ってくれてるスタッフの 言及は考えられないし
2624340	2627680	となると今回はさっきの前向きなんでいこう
2633440	2637140	レストランでは何をすることになりましたか
2638780	2642980	1 ランチタイムに食べ放題を導入する
2646820	2650100	2 客の少ない時間帯の営業をやめる
2653080	2657700	3 午後の時間帯に人気メニューを割引する
2660720	2664460	4 オーダーを取る業務を機械化する
2676200	2676940	3 番
2677840	2684460	大学のオリエンテーションで先生が 新設されるゼミナールについて説明しています
2686540	2693100	来年度2年生を対象に新設される基礎ゼミナール 1から4について説明します
2694040	2704080	まず基礎ゼミナール1は国内外を問わず異なる文化背景を持った人とのコミュニケーション上の問題をいろいろ取り上げて考えるゼミです
2704660	2712360	基礎ゼミナール2では国際開発協力の基礎理論を学ぶと同時に現地での研修も予定しています
2712800	2718040	将来NGOで働いてみたいと思っている学生には売ってつけの内容ですね
2719020	2725780	基礎ゼミナール3は日本の歴史を外交という外国との関係から見直していくゼミです
2726520	2733400	基礎ゼミナール4は多学部で開かれているゼミですが東学部の単位として認めるものです
2733860	2738660	内容は英語の交互表現を構造的に分析するものです
2739180	2742660	英語の言語構造に興味がある人におすすめです
2743080	2748840	ただし英語の基礎ができていない人には大変なのでその点注意してください
2750480	2753000	面白そうなゼミが4つできるのね
2753520	2756260	せっかくだからこの中から1つとろっと
2756980	2757940	山中君は?
2758400	2759260	うん、僕も
2759840	2763320	僕は英語を使いこなせるようになりたいって思ってるんだけど
2763920	2767420	じゃあ交互表現のがいいんじゃない?英語は得意でしょ?
2767420	2774260	まあね、でも英語話してるとこっちの意図とは異なって解釈されて戸惑うことがあるんだよね
2774920	2779560	今の説明を聞いてそれって単に語学能力だけの問題じゃなくて
2779560	2784380	育った環境とか文化とかいろんなことが影響しているのかもしれないと思って
2784880	2787460	その辺をしっかり学べそうだからこれとろ
2787920	2789460	うん、ちょうどいいね
2790280	2795660	私は国際関係に興味があって将来は海外で働きたいと思っているから
2795660	2797900	それに役立つのがいいんだけど
2797900	2802040	だったらこの現地で研修できるっていうのがぴったりだね
2802400	2806020	うん、いずれはそういうことも勉強する必要があるけど
2806560	2810700	まずは日本が他の国とどのような関係を築いてきたのか
2810700	2813140	その点を学びたいと思っているんだ
2814020	2815260	だからこのゼミにする
2815260	2816740	そっか
2822120	2823300	質問1
2824320	2828440	男の学生はどのゼミナールを選びますか
2841800	2843080	質問2
2843960	2847580	女の学生はどのゼミナールを選びますか
2853300	2853880	質問3
2859520	2860920	女の学生はどのゼミナールを選びますか
2860920	2860920	
