start	end	text
835720	839320	自分のやりたいことができる会社が1番だと思ったんだ
839320	840860	そうなんですか
840860	843540	でこの会社には満足してるんですか
843540	844380	まあね
844820	845460	そうですか
845940	848320	やっぱり仕事はやりがいが大事ですよね
849060	850600	なんてね
850600	852960	実を言うと君と同じ理由なんだ
853600	855000	他の選択肢がなくってね
855000	856520	ここだけの話だけど
856520	857260	なんだ
857980	861960	でも今はこの会社に入って正解だったって思ってるよ
867440	871400	男の人が今の会社に入った理由は何ですか
887280	887980	2番
888840	891500	温泉地でアナウンサーが話しています
892580	896500	この温泉地が人気のある理由は何だと言っていますか
920620	921660	みなさんこんにちは
922400	925040	私は今もみじだに温泉に来ています
926000	928580	ひっそりとした山奥にあるこの温泉
929120	932400	お湯の特別な功能を歌っているわけではありません
933360	936340	古く歴史あるこの城庁溢れる街並みが
936340	939500	心を癒してくれるともっぱらの評判なんです
940720	943220	こちらまで電車はご利用になれませんが
943580	947540	車なら都心から被害理で往復できない距離ではありません
948800	951440	みなさんもぜひ一度訪れてみてください
952120	955800	季節おりおりの自然の美しさも味わえることでしょう
961940	965860	この温泉地が人気のある理由は何だと言っていますか
969500	975980	一度訪れてみてください
981440	982280	3番
983140	985260	今夜のメニューのアナウンスを聞いています
985900	988980	どうして今記念品が配られていますか
1019020	1028160	本日午後1時より、日本書店協会文学書を受賞されたベストセラー作家、松田花先生の再委員会を開催いたします。
1029200	1037520	松田先生の再新作である小説、真実はこの秋出版されたばかりですが、すでに映画家も決定しております。
1039140	1047920	本日は、真実の販売50万部突破記念といたしまして、2回サイン会会場にて記念品をお渡ししております。
1048920	1053080	数に限りがございますので、どうぞお早めにお越しくださいませ。
1058980	1062160	どうして今、記念品が配られていますか?
1075880	1078680	4番
1078680	1079160	4番
1117160	1119960	5番
1119960	1122100	6番
1122160	1124160	7番
1124160	1126100	8番
1155640	1157160	9番
1186900	1188020	10番
1188020	1192440	2人はどうやって子供に新聞を読ませることにしましたか?
1207200	1208320	5番
1241280	1244080	6番
1244080	1244140	7番
1244140	1244140	
1244140	1244140	
1271060	1273860	8番
1274140	1276140	9番
1294700	1297500	10番
1331320	1334120	10番
1334120	1334120	
1352640	1355440	10番
1365200	1366660	10番
1383760	1386560	10番
1394140	1396240	1番の特徴は何ですか?
1422320	1423440	7番
1437520	1440320	10番
1450360	1452540	10番
1476980	1479780	10番
1481320	1482880	10番
1505320	1508120	10番
1508120	1511420	10番
1514200	1514460	10番
1514460	1514580	10番
1514580	1514580	
1550340	1551960	10番
1562800	1565600	10番
1565600	1565600	
1565600	1565600	
1572020	1573420	10番
1573420	1573420	
1583240	1583820	10番
1583820	1585560	では、また続けます。
1591500	1592660	問題3
1593500	1598120	問題3では、問題用紙に何も印刷されていません。
1599320	1604120	この問題は、全体としてどんな内容かを聞く問題です。
1605420	1607820	話の前に質問はありません。
1609420	1611220	まず話を聞いてください。
1612600	1615760	それから、質問と選択肢を聞いて、
1616580	1621820	1から4の中から、最も良いものを一つ選んでください。
1624820	1626880	では、練習しましょう。
1629780	1630500	- Play
1634900	1639080	女の人が男の人に映画の感想を聞いています。
1641140	1642640	この間話してた映画、
1642960	1644760	見に行ったんでしょう。どうだった?
1645180	1647340	うん。すごく高価だった。
1647980	1650520	衣装だけじゃなくて、景色も全て、
1650740	1653200	画面の隅々まで、とにかくきれいだったよ!
1653940	1656160	でもストーリーがなあ。
1656160	1664060	主人公の気持ちになって、一緒にドキドキして見られたらもっと良かったんだけど、ちょっと単調でそこまでじゃなかったな。
1665100	1668540	オラク映画としては十分楽しめると思うけどね。
1673960	1677740	男の人は映画についてどう思っていますか?
1679640	1684040	1. 映像も美しく話も面白い。
1685640	1690100	2. 映像は美しいが話は単調だ。
1691880	1696460	3. 映像も良くないし話も単調だ。
1698220	1702940	4. 映像は良くないが話は面白い。
1704340	1707060	最も良いものは2番です。
1708160	1712760	回答用紙の問題さんの例のところを見てください。
1713720	1719300	最も良いものは2番ですから、答えはこのように書きます。
1722160	1723840	では、始めます。
1730400	1731400	1番
1731960	1735240	会社の会議で男の人が話しています。
1737240	1741240	昨日午後4時10分、当社のオンラインショップがダウンしました。
1741820	1747240	原因は新たに取扱いを始めた有名店の限定チョコレートの販売開始直後、
1747740	1751560	予想以上の人気で処理能力を超えるアクセスが集中したためです。
1752280	1757020	通常、お客様は商品を選択した後、配送先を指定するのですが、
1757420	1759760	この配送先の画面にアクセスできない、
1760140	1764640	または画面が表示されるまでに時間がかかるなどの障害が発生しました。
1765280	1769600	5時半には復旧しましたが、これまでに50件強の苦情がありました。
1770280	1773940	幸い、注文件数には大きな影響はありませんでしたが、
1774400	1778540	販売方法の改善が必要かどうかについては現在検討中です。
1784400	1788780	男の人はオンラインショップの何について報告していますか?
1790700	1791060	1
1791960	1793500	売り上げが下がったこと
1796460	1796860	2
1797700	1800140	販売システムで問題が起きたこと
1803100	1803500	3
1804340	1807540	取扱い商品の在庫が不足したこと
1810200	1810600	4
1811540	1814120	配送方法の改善が必要なこと
1832320	1832720	2
1832720	1832720	
1833920	1837100	桜市の公園についてどのようにお考えでしょうか?
1837980	1841280	緑ある公園は子供の健全な遊びは
1841280	1844380	市民の以来の場として必要不可欠です。
1845260	1848760	街の中に緑を配置することで生活もうるおいます。
1849680	1853300	これらは小規模公園でもまかなうことができますが、
1853780	1858240	都市環境の工場を考えた場合小学校の高低程度の
1858240	1859820	大規模公園が必要です。
1860600	1863100	大規模公園はそれだけではなく
1863480	1865360	災害時の避難場所として
1865360	1868720	また街の資産価値を高めるためにも
1868720	1870180	欠かすことができないのです。
1871140	1873780	しかし残念ながら我が桜市には
1873780	1876380	このような役割を担う公園がありません。
1877540	1880980	駅前の工場跡地は絶好の場所だと考えます。
1886880	1889880	銀は何を主張していますか?
1891080	1894740	1. 今ある公園の価値を高めること
1897640	1900820	2. 小さい公園を増やすこと
1903720	1907060	3. 大きい公園を作ること
1909720	1913280	4. 小学校の工程を広くすること
1926140	1929420	3. 公園会で女の人が話しています
1931420	1934580	これは私の知人がアメリカ人の話なんですが
1934580	1936400	彼はラジオを聴いて
1936400	1938360	あの市会社は良い人だとか
1938360	1941720	このタレントは美しい日本語を話すとか言って
1941720	1943260	何人かの話を聞いて
1943260	1943260	
1943260	1943260	
1943260	1943260	
1944600	1948200	ところが実は日本語がほとんどわからないんです
1949060	1951960	通常私たちが誰かの話を聞く時は
1951960	1956060	相手が話したことの意味を把握することに集中しますが
1956060	1959780	単語や文法から意味を見出せない彼にしてみれば
1959780	1962740	話す声こそが唯一の情報源なのです
1963680	1966340	そしてこれは話されている内容を
1966340	1970140	普段私たちが単語とか文法から考えてしまい
1970140	1973040	話している声に含まれている情報を
1973040	1975240	あまり意識していないということを
1975240	1978040	改めて考えさせてくれているように思えます
1983680	1987040	女の人は何について話していますか
1988960	1993060	1.声の出し方と職業の関係
1995800	1999440	2.声が持つ情報の大切さ
2002220	2006140	3.美しい言葉遣いの必要性
2009000	2013560	4.発言内容を理解することの重要性
2024880	2025660	4.製品の企画会議
2025660	2025660	
2026480	2030040	新商品の企画会議で部長が話しています
2031860	2033920	売れる商品を開発するには
2034480	2037620	経験とか技術力とかそういったものだけじゃ
2037620	2038800	十分じゃないんだよ
2039260	2041540	いい商品が生み出せるかどうかは
2041540	2043900	お客様をいかによく見ているかってことに
2043900	2045280	かかってると言っても感温じゃない
2047560	2048780	例えば銀管やスタンプ
2049640	2052500	これにはどっちが上か目印がついてるけど
2053160	2055880	もし目印がなかったら銀管を押すとき
2055880	2056940	向きがわかんないでしょ
2057420	2060500	これはほとんどの人が銀管やスタンプを押すとき
2060840	2064300	必ず向きを確かめるという行動を見て開発したそうなんだ
2065280	2067740	こんなとこに開発の頻度が転がってるんだよ
2068460	2071700	常にこういう視点を頭に置いて商品開発ってのは
2071700	2072620	進めていきたいよね
2078320	2081740	部長は何について話していますか
2082960	2083360	1
2084360	2087460	商品者の意見を聞くことの大切さ
2089840	2090240	2
2091140	2094480	商品開発の経験を積むことの大切さ
2097000	2097440	3
2098280	2101020	技術力を上げることの大切さ
2103580	2104020	4
2104980	2108700	商品者の行動を観察することの大切さ
2119500	2120220	5番
2120220	2125240	テレビで女のアナウンサーが会社の経営について
2125240	2127120	社長にインタビューしています
2129440	2134500	今日は株式会社小山の小山社長にお越しいただきお話を伺います
2134960	2136960	社長よろしくお願いいたします
2136960	2139100	こちらこそよろしくお願いいたします
2139720	2142380	社長は大学を卒業すると同時に
2142380	2144180	この会社を立ち上げられたそうですね
2145100	2148900	この不協の中でも売り上げをどんどん伸ばしていらっしゃいますが
2148900	2152780	会社が成功するためには何が必要なんでしょうか
2152780	2153360	そうですね
2154120	2156900	チャンスを逃さない努力といったところでしょうか
2157380	2159300	こういうとよく誤解されるのですが
2159640	2163220	チャンスがあれば思い切って突っ走れと言っているのではありません
2163780	2166420	何がチャンスであるかをしっかりと見極め
2166420	2169560	実行に移すべきか的確に判断しなければならず
2169920	2174660	そのためには日頃から常に情報を収集、運籍する必要があるのです
2175520	2178120	また、リスクもしっかりと考慮しなければなりません
2178800	2181620	なるほど、日頃から努力されているんですね
2182060	2186240	年入りな調査に基づいて現状を客観的に見ることができれば
2186240	2188680	大きなチャンスを物にできるのです
2189220	2191140	思いつきと思い切りの良さだけでは
2191140	2192840	会社の経営というものは
2192840	2194580	いずれ行き詰まるのではないでしょうか
2195060	2196900	もちろん条件によっては
2196900	2198800	どんなに素晴らしいアイデアでも
2198800	2201560	実行に移さないという決断をすることもあります
2202140	2205140	そういう意味での思い切りの良さは必要かもしれませんね
2210840	2213460	社長は会社の経営について
2213460	2216260	何が重要だと言っていますか?
2217580	2218020	1
2218880	2220780	失敗を恐れないこと
2223340	2223780	2
2224600	2227420	状況を客観的に分析すること
2230020	2230460	3
2231320	2233420	素早く決断すること
2235920	2236360	4
2236360	2239160	良いアイデアを生み出すこと
2251240	2252000	問題4
2253060	2257200	問題4では問題用紙に何も印刷されていません
2258740	2260440	まず文を聞いてください
2261640	2264500	それからそれに対する返事を聞いて
2265160	2270340	1から3の中から最も良いものを一つ選んでください
2273460	2275280	では練習しましょう
2281680	2282120	で
2283260	2283700	ああ
2284920	2289140	今日はお客さんからの工場が多くて仕事にならなかったよ
2290800	2291240	1
2291240	2294340	良い仕事できて良かったね
2295960	2296420	2
2297220	2299240	仕事なくて大変だったね
2301360	2301820	3
2302540	2304800	お疲れさまゆっくり休んで
2306600	2309480	最も良いものは3番です
2311040	2315600	回答用紙の問題4の例のところを見てください
2316880	2319820	最も良いものは3番ですから
2319820	2322620	答えはこのように書きます
2325360	2327100	では始めます
2333300	2334220	1番
2334840	2336080	ごめん待って
2336080	2338260	駅で足止め食っちゃって
2339960	2340520	1
2341200	2343800	えっ電車動いてなかったの?
2345140	2345700	2
2346400	2348900	足大丈夫?痛かったでしょう
2350820	2351260	3
2351260	2354100	ちゃんと時間調べて行かなくちゃ
2365340	2366220	2番
2367220	2368620	えっもうこんな時間?
2369520	2373000	今日は接客に時間取られて昼食べそこなったよ
2374500	2374940	1
2375840	2377640	相当急いで食べたんだね
2379500	2379860	2
2380740	2383020	今からでも食堂行ってきたら?
2384680	2385040	3
2385940	2388160	昼ごはんお客さんと一緒だったの?
2399700	2400400	3番
2401260	2404520	もうすぐパーティー始まるからコップあるだけ出しておいて
2406360	2406800	1
2407760	2409980	じゃあいくつ出せばいいんですか?
2411400	2411840	2
2412600	2414280	コップは人数分ですね
2416080	2416520	3
2417460	2419880	全部経って5個しかないですよ
2430680	2431560	4番
2432460	2436560	先方に共同開発を提案したらそんなに受け入れられたよ
2438520	2438920	1
2439820	2442720	説得するのそんなに大変だったの?
2444180	2444580	2
2445400	2447780	またチャンスあるから落ち込まないで
2449520	2449920	3
2450740	2453040	向こうもそういう希望があったんじゃない?
2464680	2465260	5番
2466140	2468400	テレビで見た新発売の野菜ジュース
2468940	2471300	とてもじゃないけど飲めたもんじゃなかったよ
2473200	2473520	1
2474400	2476080	売り切れだったの?
2477460	2477780	2
2478680	2479780	マーマーだったの?
2481860	2482180	3
2483220	2484200	そんなにまずいの?
2495880	2496520	6番
2497420	2501820	来月のトザンではみんなのお荷物にならないようにしなきゃ
2503180	2503500	1
2504400	2506580	置いてかれないように頑張ってね
2508140	2508460	2
2509320	2511600	トザンだもんあんまり持ってけないだろ?
2513600	2513920	3
2514740	2517000	みんなの荷物まで気にしなくていいよ
2528380	2529200	7番
2530040	2533160	今年の新年社員はものになりそうですよ
2534440	2534880	1
2535940	2538020	それは期待が持てますね
2539420	2539860	2
2540680	2541920	どういうものですか?
2543920	2544360	3
2545160	2547160	いい人材が集まりませんね
2550660	2551540	7番
2558660	2559380	8番
2560480	2564300	僕部長はてっきり出張に行ってるもんだとばかりを持ってたよ
2566060	2566420	1
2567300	2569420	まさか出張なさってるとはね
2571260	2571620	2
2572460	2574620	出張キャンセルになったんだって
2576340	2576700	3
2577700	2580000	いつ出張から戻られるか知ってる?
2581160	2581520	1
2591540	2592340	9番
2592340	2592460	9番
2593180	2598500	留学説明会に出て自分の準備不足が分かっただけでも収穫あったよ
2600320	2600720	1
2601520	2603720	出ても無駄だったわけだね
2605160	2605560	2
2606400	2608040	納得してないんだね
2609700	2610100	3
2611100	2612820	じゃあ参加した会があったね
2624460	2625180	10番
2625180	2630380	来週の健康診断って絶対受けないといけないってわけじゃないんだって
2632320	2632680	1
2633680	2635920	それって受けなくてもいいってこと?
2637980	2638340	2
2639260	2641760	全員受けろって言うんじゃ仕方ないね
2643440	2643800	3
2644760	2646880	絶対に受けないってどうして?
2661160	2661880	11番
2662440	2666380	山川食品との交渉なんとか契約にこぎつけたよ
2668480	2668880	1
2669880	2671640	苦労が報われたね
2673340	2673740	2
2674680	2676340	そんな風に諦めないでよ
2678560	2678960	3
2679920	2682340	次こそは契約が取れるといいね
2695220	2696020	12番
2697100	2701840	この辺コンビニの1件ぐらいあっても良さそうなものなのにね
2703600	2703920	1
2704940	2708140	確かにこんなとこお客さんめったに来ないよね
2710220	2710540	2
2711500	2713820	人通りも多いのにどうしてないのかな
2716260	2716580	3
2717560	2719720	1件だけだからこんなに混んでるんだ
2732080	2732480	2
2732480	2732920	13番
2733780	2738440	木村さんこの間大阪に転勤したと思ったら今度は北海道だって
2740300	2740700	1
2741560	2744060	そろそろ大阪じゃないかと思ったんだ
2745760	2746160	2
2747000	2750220	へぇ?大阪に転勤するんじゃなかったんだ
2751800	2752200	3
2753120	2756020	大阪まだ1年にもなってないのにね
2767840	2768480	14番
2774100	2774420	1
2777120	2779760	やっぱり天気が悪いとお客さん来ないね
2782820	2784860	雨の日はいつも来るからね
2786540	2786980	3
2787860	2789820	それほどすいてるわけじゃないよ
2801600	2802480	問題5
2803480	2806440	問題5では長めの話を聞きます
2807340	2809780	この問題には練習はありません
2810900	2813480	問題用紙に目もをとっても構いません
2815860	2816700	1番
2818020	2818980	2番
2820160	2823180	問題用紙に何も印刷されていません
2824420	2826520	まず話を聞いてください
2827540	2830680	それから質問と選択肢を聞いて
2831240	2836820	1から4の中から最も良いものを1つ選んでください
2840240	2841640	では始めます
2848040	2848840	1番
2849620	2853560	演技店で女の人と店の人が話しています
2855460	2856680	あのーすみません
2857080	2859860	庭に花を植えたいんです明るい色の
2859860	2862020	でもどれが良いか分からなくて
2862020	2865420	初心者なんで定例が簡単なものが良いんですけど
2865860	2866260	なるほど
2867220	2869040	それとせっかく植えるなら
2869040	2872360	なるべく長い間花が楽しめるものが良いんですけど
2872820	2876700	それでしたらこちらの花のカタロンをご覧ください
2877340	2878400	この1番の花
2878940	2882960	これは1年中赤やピンクの色鮮やかな花が咲きますよ
2883780	2888480	ただ虫がつきやすいので豆に面倒を見てやらなきゃなんないんですけどね
2889200	2890600	定例があらくっていうのは
2891340	2892560	この2番の花
2893260	2895700	これはホットイートもメッタに枯れたりしませんね
2896560	2898520	春の2週間ほどですが
2898960	2901120	色んな色の花が楽しめますよ
2902360	2903120	うーん
2903120	2905840	花は咲くなら木でも良いかなと思ってるんですけど
2905840	2908240	背が低いものだったら
2908240	2909500	そうですが
2909500	2911740	でしたらこちらの3番はいかがですか
2912400	2914740	腰ぐらいの高さにしかならない木で
2914740	2918380	切っていっても葉っぱは落ちないので手がかかりませんよ
2919280	2922240	濃いピンクの花が年間として楽しめます
2923500	2925500	この4番の花もおすすめです
2926260	2930160	これも木なんで一度植えたら植え替える必要もないですし
2930160	2932440	ほとんど虫がつくこともないですよ
2933660	2937380	まあこれは先ほどの3番の花にも言えることなんですけどね
2937960	2941920	4番の花は白で春から夏にかけて楽しめます
2942500	2945780	葉っぱは秋から冬に全部落ちてしまいますけどね
2945780	2947080	どれにしよう
2947080	2948360	難しいな
2949040	2951380	定例が大変なのはやっぱり無理だし
2951380	2954080	葉っぱが落ちちゃうのも掃除が面倒だしな
2954080	2958040	あと花が長く咲いてるのとなると
2958040	2959420	これかな
2960080	2960820	これください
2960820	2961820	ありがとうございます
2968080	2971360	女の人はどの花を買いますか
2972480	2973060	1
2973860	2975080	1番の花
2977760	2978340	2
2979020	2980280	2番の花
2983060	2983500	3
2984480	2985640	3番の花
2988400	2988840	4
2989780	2991520	4番の花
3002060	3002940	2番
3003640	3007640	会社で男の上司と2人の社員が話しています
3009540	3009860	ああ
3010460	3013260	会社の宣伝用ポスターは新しくする件だけど
3013260	3013620	はい
3014020	3016640	そろそろどこに作ってもらうか決めたいんだけど
3017220	3018400	検討を進んでる?
3018660	3018840	はい
3019220	3021760	今のところ前回お願いしたとこと
3021760	3025380	先日サンプルをもらった新しいところの2社に見積もりをとっていて
3027120	3028300	これが見積もりです
3028300	3029040	どれ?
3030440	3031080	うーん
3031080	3034340	これだと新しいところの方がだいぶ高いね
3034960	3035580	そうなんです
3035580	3039360	私は前回のところがいいんじゃないかなって思ってるんですけど
3039780	3041740	お互いやり方もわかってますし
3042500	3045760	でも前回のはデザインがあんまり面白くなかったし
3046680	3049180	僕としては新しい方にお願いして
3049180	3051420	残身なイメージを出したいんですけど
3051420	3051740	うん
3052140	3054940	確かにこの間もらったサンプル結構良かったな
3054940	3055300	はい
3055680	3058820	予算のことはまだ話し合いの余地があると思いますし
3059240	3062180	確かにデザイン面ではこっちの方がいいんですけど
3062780	3065060	でも寝下げに応じてくれるかどうか
3065460	3066020	わかった
3066740	3069140	じゃあとりあえずそこにかけてみてくれる?
3069800	3072260	それで下げてもらえるようなら依頼する方向で
3072260	3073080	分かりました
3073080	3074420	連絡取ってみます
3079980	3081240	ポスターについて
3081240	3084180	これからまずどうすることになりましたか?
3086320	3086680	1
3087640	3090380	前回の会社からサンプルをもらう
3093120	3093480	2
3094380	3097180	前回の会社から見積もりをもらう
3099960	3100320	3
3101380	3104240	新規の会社と価格を交渉する
3107000	3107360	4
3108400	3111280	新規の会社に政策を依頼する
3122700	3123320	3
3123320	3126500	まず話を聞いてください
3127320	3130380	それから2つの質問を聞いて
3131180	3134640	それぞれ問題用紙の1から4の中から
3135180	3138260	最も良いものを1つ選んでください
3141080	3143160	では始めます
3149080	3149700	3
