prefecture_id,prefecture,city_id,city,source_file,installed
"PRF-003","岩手県","CTY-JP-03208","遠野市","遠野ふるさと村の茅葺き曲り家.png","yes"
"PRF-003","岩手県","CTY-IWT-HANAMAKI","花巻市","花巻イーハトーブの庭園.png","yes"
"PRF-003","岩手県","CTY-IWT-KITAKAMI","北上市","北上川沿いの桜と観光馬車.png","yes"
"PRF-003","岩手県","CTY-IWT-MIYAKO","宮古市","浄土ヶ浜、白い岩峰と碧い海.png","yes"
"PRF-003","岩手県","CTY-JP-03207","久慈市","久慈の琥珀海岸と断崖.png","yes"
"PRF-003","岩手県","CTY-IWT-ICHINOSEKI","一関市","一関・猊鼻渓の翡翠色の川舟.png","yes"
"PRF-003","岩手県","CTY-JP-03210","陸前高田市","復興の海辺、奇跡の一本松.png","yes"
"PRF-003","岩手県","CTY-JP-03211","釜石市","釜石大観音と鉄の港町.png","yes"
"PRF-003","岩手県","CTY-JP-03213","二戸市","二戸・九戸城跡、秋霧の土塁.png","yes"
"PRF-003","岩手県","CTY-JP-03215","奥州市","奥州・江刺藤原遺産公園、平安の秋.png","yes"
"PRF-003","岩手県","CTY-JP-03214","八幡平市","八幡平・鏡沼のドラゴンアイ.png","yes"
"PRF-003","岩手県","CTY-JP-03216","滝沢市","岩手山とチャグチャグ馬コの行列.png","yes"
"PRF-004","宮城県","CTY-004","仙台市","仙台の夕映えと伊達政宗騎馬像.png","yes"
"PRF-004","宮城県","CTY-MYG-ISHINOMAKI","石巻市","北上川畔、夕映えの石ノ森萬画館.png","yes"
"PRF-004","宮城県","CTY-MYG-KESENNUMA","気仙沼市","気仙沼の漁港、安波山の夜明け.png","yes"
"PRF-004","宮城県","CTY-MYG-SHIOGAMA","塩竈市","塩竈神社、桜舞う石段と朱の鳥居.png","yes"
"PRF-004","宮城県","CTY-JP-04207","名取市","閖上港の朝焼けと赤貝.png","yes"
"PRF-004","宮城県","CTY-JP-04206","白石市","桜咲く白石城と蔵王連峰.png","yes"
"PRF-004","宮城県","CTY-JP-04208","角田市","角田のH-IIロケット、蔵王連峰を望む.png","yes"
"PRF-004","宮城県","CTY-JP-04209","多賀城市","多賀城跡、朝霧の朱塗り南門.png","yes"
"PRF-004","宮城県","CTY-JP-04211","岩沼市","春の灯に映える竹駒稲荷の楼門.png","yes"
"PRF-004","宮城県","CTY-JP-04212","登米市","登米・教育資料館の秋景色.png","yes"
"PRF-004","宮城県","CTY-JP-04213","栗原市","秋彩の栗駒山.png","yes"
"PRF-004","宮城県","CTY-JP-04214","東松島市","松島湾を舞うブルーインパルス.png","yes"
"PRF-004","宮城県","CTY-JP-04215","大崎市","紅葉の鳴子峡を渡る列車.png","yes"
"PRF-004","宮城県","CTY-JP-04216","富谷市","富谷宿の夕暮れ、清流と青い酒器.png","yes"
"PRF-005","秋田県","CTY-JP-05202","能代市","能代の米代川と秋田杉の夕景.png","yes"
"PRF-005","秋田県","CTY-AKT-YUZAWA","湯沢市","冬の小安峡、湯煙と碧流.png","yes"
"PRF-005","秋田県","CTY-005","秋田市","夜の秋田竿燈まつり.png","yes"
"PRF-005","秋田県","CTY-JP-05206","男鹿市","秋田・男鹿の雪とナマハゲ.png","yes"
"PRF-005","秋田県","CTY-AKT-ODATE","大館市","大館の秋田犬と赤い橋.png","yes"
"PRF-005","秋田県","CTY-JP-05209","鹿角市","大湯環状列石、秋霧の朝.png","yes"
"PRF-005","秋田県","CTY-AKT-YOKOTE","横手市","横手かまくら祭り、雪夜の灯り.png","yes"
"PRF-005","秋田県","CTY-JP-05210","由利本荘市","由利本荘の夕映え、鳥海山と子吉川.png","yes"
"PRF-005","秋田県","CTY-JP-05211","潟上市","潟上市、菜の花と桜の一本道.png","yes"
"PRF-005","秋田県","CTY-JP-05212","大仙市","雄物川に咲く大曲花火.png","yes"
"PRF-005","秋田県","CTY-JP-05213","北秋田市","阿仁渓谷の秋、列車とマタギ.png","yes"
"PRF-005","秋田県","CTY-JP-05214","にかほ市","元滝伏流水と鳥海山の水景.png","yes"
"PRF-005","秋田県","CTY-AKT-SEMBOKU","仙北市","角館の武家屋敷と枝垂れ桜.png","yes"
"PRF-005","秋田県","CTY-JP-05214","にかほ市（別案）","元滝伏流水、苔むす森の朝.png","no"
"PRF-006","山形県","CTY-006","山形市","秋霧の山寺、千段石段と五大堂.png","yes"
"PRF-006","山形県","CTY-YGT-TSURUOKA","鶴岡市","鶴岡・羽黒山五重塔の朝霧.png","yes"
"PRF-006","山形県","CTY-YGT-SAKATA","酒田市","酒田・山居倉庫、運河沿いの夕景.png","yes"
"PRF-006","山形県","CTY-JP-06205","新庄市","雪灯りの新庄祭り山車.png","yes"
"PRF-006","山形県","CTY-JP-06206","寒河江市","寒河江の朝、月山とさくらんぼ.png","yes"
"PRF-006","山形県","CTY-YGT-YONEZAWA","米沢市","雪景色の上杉神社と赤い橋.png","yes"
"PRF-006","山形県","CTY-JP-06207","上山市","上山城と蔵王、桜舞う湯の町.png","yes"
"PRF-006","山形県","CTY-JP-06208","村山市","東沢バラ公園、三つの湖と薔薇の朝.png","yes"
"PRF-006","山形県","CTY-JP-06209","長井市","長井・白つつじ公園の春.png","yes"
"PRF-006","山形県","CTY-YGT-TENDO","天童市","天童・舞鶴山の桜と人間将棋.png","yes"
"PRF-006","山形県","CTY-JP-06211","東根市","東根の大ケヤキと朝のさくらんぼ.png","yes"
"PRF-006","山形県","CTY-JP-06212","尾花沢市","雪に包まれる銀山温泉.png","no"
"PRF-006","山形県","CTY-JP-06213","南陽市","緑陰の熊野大社参道、赤湯の葡萄丘.png","yes"
"PRF-006","山形県","CTY-JP-06212","尾花沢市（採用版）","雪の銀山温泉、青い夜.png","yes"
"PRF-007","福島県","CTY-JP-07209","相馬市","松川浦、朝焼けの長橋.png","yes"
"PRF-007","福島県","CTY-JP-07210","二本松市","二本松・霞ヶ城跡と菊花、秋の安達太良山.png","yes"
"PRF-007","福島県","CTY-JP-07211","田村市","あぶくま洞の荘厳な鍾乳石.png","yes"
"PRF-007","福島県","CTY-JP-07214","本宮市","本宮の桜、阿武隈川と安達太良山.png","yes"
"PRF-007","福島県","CTY-JP-07213","伊達市","伊達市の桃花と雪山.png","yes"
"PRF-007","福島県","CTY-JP-07212","南相馬市","相馬野馬追、夏野を駆ける騎馬武者.png","yes"
"PRF-008","茨城県","CTY-008","水戸市","偕楽園、梅咲く春暁.png","yes"
"PRF-008","茨城県","CTY-IBR-HITACHI","日立市","太平洋を望む日立駅の朝.png","yes"
"PRF-008","茨城県","CTY-IBR-TSUCHIURA","土浦市","霞ヶ浦に咲く土浦花火大会.png","yes"
"PRF-008","茨城県","CTY-JP-08204","古河市","古河公方公園の桃花祭り.png","yes"
"PRF-008","茨城県","CTY-JP-08208","龍ケ崎市","般若院のしだれ桜、春暁の寺.png","yes"
"PRF-008","茨城県","CTY-JP-08205","石岡市","石岡の秋祭り、常陸國總社宮と獅子山車.png","yes"
"PRF-008","茨城県","CTY-JP-08207","結城市","結城の蔵通りと藍の紬織り.png","yes"
"PRF-008","茨城県","CTY-JP-08211","常総市","夕映えの豊田城と鬼怒川.png","yes"
"PRF-008","茨城県","CTY-JP-08210","下妻市","桜映る砂沼と筑波山の朝.png","yes"
"PRF-008","茨城県","CTY-JP-08214","高萩市","花貫渓谷、紅葉に映える吊り橋.png","yes"
"PRF-008","茨城県","CTY-JP-08212","常陸太田市","紅葉の峡谷に架かる竜神大吊橋.png","yes"
"PRF-008","茨城県","CTY-JP-08215","北茨城市","北茨城 六角堂と朝焼けの海.png","yes"
"PRF-008","茨城県","CTY-JP-08217","取手市","取手市・利根川の大凧揚げ.png","yes"
"PRF-008","茨城県","CTY-JP-08216","笠間市","茨城・笠間稲荷、藤と陶器の参道.png","yes"
"PRF-008","茨城県","CTY-IBR-TSUKUBA","つくば市","筑波山とH-IIロケットが彩るつくば.png","yes"
"PRF-008","茨城県","CTY-JP-08219","牛久市","夕映えの牛久大仏と蓮池.png","yes"
"PRF-008","茨城県","CTY-JP-08221","ひたちなか市","ひたち海浜公園の青いネモフィラ丘.png","yes"
"PRF-008","茨城県","CTY-JP-08223","潮来市","水郷潮来のあやめ舟.png","yes"
"PRF-008","茨城県","CTY-JP-08222","鹿嶋市","鹿島神宮、杉木立の朝.png","yes"
"PRF-008","茨城県","CTY-JP-08225","常陸大宮市","秋彩の竜ノ口渓谷と久慈川の朝.png","yes"
"PRF-008","茨城県","CTY-JP-08224","守谷市","守谷の夕映え、利根川・鬼怒川合流域.png","yes"
"PRF-008","茨城県","CTY-JP-08227","筑西市","桜咲く筑西市、下館美術館と筑波山.png","yes"
"PRF-008","茨城県","CTY-JP-08226","那珂市","那珂のひまわり畑と筑波山.png","yes"
"PRF-008","茨城県","CTY-JP-08230","かすみがうら市","霞ヶ浦の夕映え、蓮と帆引き船.png","yes"
