start	end	text
361000	363000	おんなの人は
363000	365000	引っ越しの日までに
365000	367000	何をしておかなければなりませんか?
384000	385000	5番
385000	386000	会社で
386000	388000	おんなの人と男の人が話しています
388000	389000	おんなの人は
389000	390000	この後まず
390000	392000	何をしなければなりませんか?
394000	395000	課長
395000	396000	今度
396000	398000	うちの健康茶を愛用してくださっている
398000	399000	お客様をお呼びして
399000	402000	ご意見を伺う予定になっていましたよね
403000	405000	お客様に出す案内状できたので
405000	407000	見ていただけますか?
407000	409000	用紙の下半分を切り取って
409000	412000	返信していただくようにしてみたんですが
412000	414000	ああ ありがとう
414000	416000	座段階なのか
416000	417000	ああ ありがとう
417000	419000	座段階のことだね
420000	421000	今回は1年以上
421000	423000	飲んでくださっている方の中から
423000	425000	参加者を募るんだったね
425000	426000	はい
426000	429000	健康茶は速効性があるものではないので
429000	430000	うん
430000	431000	あれ?
431000	433000	座段階の予定日が3つあるけど
433000	435000	3回も来てもらうの?
435000	436000	いえ
436000	438000	人数の調整がしやすいよ
438000	440000	複数を聞きしてますが
440000	442000	おいでいただくのは一度だけです
442000	444000	ああ そうか
444000	445000	社税については
445000	447000	ただ出ますって言うんじゃなくて
447000	450000	ちゃんと金額を明記した方がいいな
450000	451000	はい
451000	452000	それと
452000	455000	せっかく事前に用紙を返信していただくのに
455000	457000	日程だけってのはもったいないでしょう
457000	460000	何か少しでもご意見をいただけるように
460000	462000	コメント欄を作ったら
462000	463000	ああ はい
463000	465000	それは裏面に
465000	466000	ああ そう
466000	467000	じゃあいいね
468000	470000	おんなの人はこの後まず
470000	472000	何をしなければなりませんか
491000	492000	6番
492000	494000	ギター教室で
494000	497000	男の人と受付の人が話しています
497000	499000	男の人はこの後すぐ
499000	501000	何をしますか
503000	504000	すみません
504000	506000	来月からしばらく休みたいんですけど
506000	508000	休んでる間って
508000	510000	月車を覚めなくていいんですよね
510000	512000	休会でございますか
512000	515000	失礼ですがどのような理由でしょうか
515000	517000	仕事が忙しくなっちゃって
517000	519000	しばらく来られそうにないので
519000	521000	申し訳ございません
521000	523000	入院などやむを得ない場合を
523000	526000	除き1ヶ月以上お休みになる場合は
526000	529000	一度大会していただいています
529000	532000	大会? 辞めるって決めたわけじゃないのに
532000	535000	あるいは月車をお支払いいただいたまま
535000	537000	ご欠席という形を取られることも
537000	539000	可能ですけど
539000	542000	え 休んでてずっと月車を払い続けるか
542000	546000	一度大会してもう一度入会金を払うかってこと?
546000	548000	そのようになります
548000	550000	入会金は1万円ですが
550000	554000	月車はどのクラスも7000円以上はいたしますので
554000	557000	お休みが2ヶ月以上になる場合は
557000	560000	月車をずっとお支払いになるよりお得かと
560000	564000	うーん 半年は無理だろうなぁ
564000	568000	はぁ 再会するときはまた入会手続きか
568000	570000	面倒だなぁ
570000	572000	申し訳ございません
572000	575000	仕方ないか じゃあ気を付けて
576000	583000	男の人はこの後すぐ何をしますか
598000	600000	一番
600000	602000	テレビ番組で
602000	606000	女のリポーターと男の人が話しています
606000	610000	男の人は自分の店の客が増えたきっかけは
610000	613000	なんだと言っていますか
633000	635000	みなさんこんにちは
635000	638000	今日は最近大人気のシニセワガ視点
638000	641000	桜屋にお邪魔しております
641000	645000	こちら8大目の店主の高橋さんです
645000	648000	ご主人大聖教ですね
648000	651000	なぜ人気に火がついたとお考えですか
651000	655000	私どもは長年家族で細々とやってきましたが
655000	660000	つい最近用が視点のリボンさんと商品開発を
660000	663000	いたしましてね
663000	666000	リボンさんといえばテレビ番組でも
666000	669000	日本の両賀視点の草分けとして
669000	671000	よく取り上げられてますよね
671000	674000	全国展開されてるんですが
674000	677000	実は本社がこのご近所なんですよ
677000	679000	そういうご縁もございまして
679000	682000	社長さんに声をかけていただいたんです
682000	684000	そうだったんですか
684000	688000	お互いの店に今回開発した商品を置いておりますので
688000	692000	あちらの店舗でうちをお尻になったお客さまが
692000	696000	次々とうちの商品に興味を持ってくださるようになって
696000	699000	うちは昔ながらの味や正方にこだわって
699000	701000	お菓子を作ってきましたが
701000	704000	今回いい刺激をいただきました
704000	707000	今後もいろいろと新しい試みを
707000	710000	行っていこうと考えています
714000	717000	男の人は自分の店の客が増えたき
717000	720000	かけはなんだと言っていますか
735000	737000	2番
737000	741000	大学で女の学生と男の学生が話しています
741000	745000	男の学生は卒業論文を書く上で
745000	748000	何が一番大変だったと言っていますか
748000	751000	男の学生です
776000	778000	あ、キムラくん
778000	780000	卒業論文終わった?
780000	783000	私は今提出してきたんだ
783000	785000	大変だったよ
785000	787000	僕もさっき出してきたところ
787000	792000	確かキムラくんのは実験が必要な研究だったよね
792000	796000	実験の協力者集めるの大変だったんじゃない?
796000	799000	サークルの仲間とかにお願いしたから協力者は
799000	801000	何とか確保できたんだけど
801000	804000	実験後データを統計処理しなくちゃいけなくて
804000	808000	むしろ結果の分析の方で結構苦労したかな
808000	812000	私はテーマを一つに絞り込むのに一苦労したけど
812000	814000	キムラくんはすぐ決まった?
814000	815000	あー
815000	818000	僕もついあれこれ迷っちゃってね
818000	821000	やっぱりそこに何より悪戦苦闘したね
821000	822000	そっか
822000	825000	でも先輩に文献や資料を紹介してもらったから
825000	828000	決める際にすごく参考になったよ
828000	829000	よし
829000	831000	今日は論文完成をお祝いして
831000	834000	美味しいものでも食べに行こう
840000	843000	男の学生は卒業論文を書く上で
843000	847000	何が一番大変だったと言っていますか?
860000	861000	3番
862000	866000	会社で男の人と女の人が話しています
866000	871000	今年の新入社員はどういう人が多いと言っていますか?
890000	892000	新入社員
898000	901000	新入社員が入って3カ月だね
901000	904000	いよいよ来週から各部署に配属されるけど
904000	907000	今年はどんな感じの新人が多い?
907000	908000	そうですね
908000	911000	言われた仕事をきっちりこなします
911000	913000	そこは評価できます
913000	915000	そっか それは良かった
915000	918000	去年はまだまだ仕事ができない割に
918000	921000	多かり達者という新人が多かったんですが
921000	927000	ただ強調性が高く積極的で優秀だった男としに比べたら
927000	933000	今年は何か気づいたことを提案するという姿勢を書くところが
933000	936000	自分から率成して仕事を見つけ
936000	939000	専門街の分野の仕事も居とはないタイプは
939000	941000	なかなか見当たらないですね
941000	944000	何事にも受け身なのかもしれないな
944000	946000	だいたい様子がわかったよ
946000	947000	どうぞ
954000	959000	今年の新入社員はどういう人が多いと言っていますか
973000	975000	4番
975000	979000	カフェで男の人と女の人が話しています
979000	985000	男の人が企業するまでに時間がかかった理由は何ですか
1006000	1008000	さとうさん、久しぶり
1008000	1009000	元気?
1009000	1013000	実は僕、今度貿易関係の会社を始めることにしたんだ
1013000	1014000	本当?
1014000	1018000	ずっと前から企業したいって言ってたもんね
1018000	1019000	うん
1019000	1022000	大学で同じゼミだった山下覚えてる?
1022000	1025000	彼に共同経営の話を持ちかけてみたら
1025000	1026000	ぜひってことになって
1026000	1030000	彼、海外とのやり取りには売ってつけの人材なんだよ
1030000	1031000	でも
1031000	1035000	今の会社、現実な経営で提表があるんでしょう?
1035000	1039000	今のまま務め続けてれば安定してるのに
1039000	1040000	確かにね
1040000	1043000	でも、いつかはってずっと思ってたんだ
1043000	1045000	資金とかは大丈夫なの?
1045000	1046000	うん
1046000	1048000	それでなかなかふにきれなかったんだけど
1048000	1050000	なんとか資金繰りのめどがたってね
1050000	1052000	いろいろリサーチしてみたら
1052000	1056000	公的な女性とか勇士とかも結構あることがわかったんだよ
1056000	1058000	そうなんだ
1058000	1060000	ご家族は反対してないの?
1060000	1062000	父も経営者でね
1062000	1064000	自分自身苦労してきたし
1064000	1068000	絶対強行に反対するだろうって覚悟してたんだ
1068000	1070000	でも、とりあえず父に相談してみたら
1070000	1072000	それがすんなりと
1072000	1073000	そっかぁ
1073000	1075000	頑張ってね
1075000	1081000	男の人が企業するまでに時間がかかった理由は何ですか?
1106000	1112000	大学で先生が古い時代のおもちゃの写真を見せながら話しています
1112000	1118000	先生はこのおもちゃの価値はどのような点にあると言っていますか?
1135000	1140000	えー、この写真は1000年ほど前のものと推定されるおもちゃです
1140000	1147000	木製ですが、破損や不食が少なく非常に良い状態で発見されました
1147000	1151000	素朴な木の作りで豪華な装飾等は施されておらず
1151000	1155000	持ち主は庶民だったと推測されています
1155000	1158000	さらに100年ほど坂登った時代の
1158000	1160000	非常に良い状況であって
1161000	1168000	さらに100年ほど坂登った時代の非常に古いおもちゃがすでに発見されていますが
1168000	1174000	この写真のものはほぼ完全な姿をとどめているという点で特に貴重です
1174000	1177000	同時代のものでは、えー
1177000	1185000	貴族の屋敷屋とから破損はあるものの当時珍しい材質の銅を使ったおもちゃが見つかっています
1186000	1195000	先生はこのおもちゃの価値はどのような点にあると言っていますか
1209000	1211000	6番
1212000	1217000	ラジオで社長が会社の労働時間について話しています
1217000	1223000	この会社が労働時間を短縮した目的は何ですか
1242000	1249000	我が社では昨年から給料や社会保障はそのままに労働時間を2時間短縮し
1249000	1252000	6時間労働に切り替えました
1252000	1257000	加算でいた電気台などの高熱費を減らすためだったのですが
1257000	1262000	働く時間が短くなるわけですからはじめは不安でした
1262000	1268000	そのためオンライン化によって事務手続きの効率化を図るなど
1269000	1274000	労働生産性を上げるべく社員1丸となって努力しました
1274000	1280000	その結果社員のやる気もぐっと高まり労働時間が減ったにもかかわらず
1280000	1284000	今や売上が2割像となりました
1289000	1294000	この会社が労働時間を短縮した目的は何ですか
1298000	1300660	これは向き想を負うyk
1300660	1301000	omi
1301000	1302660	mac
1302660	1305340	ma
1310000	1314000	マナバンダイ学の先生が話しています
1314000	1320000	この先生はどのように栄養を取るのが効果的だと言っていますか
1328000	1355000	テニスやサッカーといった長時間の運動をする際、運動中及び運動の前後には何も食べないほうがいいと考えている人もいるようですが、私は賛成しかねます。
1355000	1384000	運動前の適度な栄養補給は良いパフォーマンスにもつながりますし、運動後の広回復にも効果があります。また、運動中の補給も大切です。最も熱中していると栄養を取るのを忘れてしまう場合もありますよね。そこで栄養を取るタイミングを逃さないために、空腹かどうかとは別に30分置き、40分置きなどと時間を決めて、積極的に何かを摂取するように心がけましょう。
1384000	1393000	タンパク質やビタミン、糖分などを含むものを一口程度取るといいでしょう。
1393000	1410000	この先生は、どのように栄養を取るのが効果的だと言っていますか?
1411000	1415000	一番
1415000	1425000	大学で、女の学生と男の学生が、ある科目について話しています。
1425000	1431000	先輩、去年、世界の言語っていう科目取ってましたよね。どうでしたか?
1431000	1442000	うん。話は専門的過ぎて、二年生には難しいし、先生は厳しいしさ。発表やらレポートやら次々あって、あの時はちょっと後悔したね。
1442000	1448000	やっぱり、そうなんですか。そんな噂聞くんで、どうしようか迷っちゃって。
1448000	1455000	まあ、だけど、あそこであれやっていたからこそ、三年生の専門的な授業についてけてるんだと思うんだよね。
1456000	1458000	へぇ、そうですか。
1458000	1465000	結局、先に苦しむか、後に苦しむかだね。この科目先にとっておけば、後々楽になると思うよ。
1465000	1468000	ありがとうございました。考えてみます。
1475000	1480000	男の学生は、この科目についてどう言っていますか?
1480000	1482000	一
1482000	1488000	難しいので、選択しない方がよい。
1488000	1490000	二
1490000	1495000	難しいが、後で役に立つ。
1495000	1497000	三
1497000	1502000	優しいが、選択しない方がよい。
1502000	1504000	四
1504000	1508000	優しいし、後で役に立つ。
1513000	1515000	二
1518000	1520000	二
1520000	1524000	女の人と男の人が話しています。
1524000	1528000	ねぇ、今話題の山に生きてって舞台、見た?
1528000	1532000	見た見た。昨日行ったんだけど、混んでたよ。
1532000	1541000	終焉の林一郎、すごかったよね。この前、風に乗ってって作品にも出てたけど、あれと同じ人とは思えなかったわ。
1541000	1546000	そうだね、前回は純粋で傷つきやすい青年って感じだったじゃない?
1546000	1552000	ちょっとオドウとしてて、でも今回は堂々としてて、衣装のせいもあるのかな。
1552000	1554000	体まで大きく見えた。
1554000	1560000	そうそう、歩き方からして違ってたもん。やっぱりプロの俳優ってすごいよね。
1560000	1566000	そうだね、監督も絶賛してるみたいで、次の作品にもぜひって言ってるんだって。
1566000	1569000	これからますます目が離せないね。
1572000	1575000	2人は何について話していますか?
1577000	1580000	1.舞台のストーリー
1582000	1585000	2.舞台の衣装
1588000	1591000	3.俳優の性格
1594000	1597000	4.俳優の演技力
1602000	1605000	5.女の学生
1608000	1615000	3.大学の職堂で女の学生と男の学生が話しています。
1618000	1623000	この間本で読んだんだけど、面白い研究があるんだよ。
1623000	1627000	ペットの写真と買い主の写真をバラバラに置いて、
1627000	1636000	第3社に買い主とペットの組み合わせを選んでもらうと、偶然とは思えない確率で当たるんだって。不思議だよね。
1636000	1642000	ああ、それ。僕も知ってる。ペットも長く一緒にいると顔が似てくるっていう人がいるけど、
1642000	1644000	僕、そうじゃないと思うんだよね。
1644000	1646000	えっ?違うの?
1646000	1652000	その実験からは、ペットの顔が変わったのか、買い主の顔が変わったのかはわからないよね。
1652000	1654000	ああ、うん。
1654000	1658000	そもそも買い始めた時には似てなかったってことが証明されてないし、
1658000	1662000	その時点で買い主の選択が働いてるわけだからさ、
1662000	1667000	買ってるうちに似てきたってわけじゃなくて、最初からってことなんだと思うんだよね。
1667000	1670000	ああ、なるほどね。
1670000	1677000	男の学生は、ペットと買い主の外見について、どのように考えていますか?
1677000	1684000	1. ペットが買い主に似てくる。
1684000	1690000	2. 買い主がペットに似てくる。
1690000	1694000	3. ペットと買い主の外見には、
1695000	1703000	3. ペットと買い主の外見には、関連性がない。
1703000	1716000	4. 人は自分に似たペットを選んで買う。
1717000	1721000	4番
1721000	1726000	テレビのニュースでアナウンサーが話しています。
1726000	1731000	少子化が進み、人家族あたりの子供の数が減ると、
1731000	1735000	家計に占める教育費の割合も下がると思われますが、
1735000	1737000	そうとも言えないようです。
1737000	1740000	教育研究所の調査結果によると、
1740000	1743000	家計に占める教育費の割合は、
1743000	1746000	常に見に方上がりの状況が続いています。
1746000	1750000	中でも特に増加率が高いものは、小さい子供、
1750000	1753000	特に幼児に欠ける教育費です。
1753000	1760000	これは小さい頃から子供に習い事をさせる家庭が増えていることが背景にあるようです。
1760000	1763000	習い事の中でも特に人気なのは、
1763000	1766000	水泳、英語、音楽などで、
1766000	1770000	突きづき払う契者も増加傾向にあります。
1770000	1774000	それに加えて、有名市立小学校を受験する子供の数が、
1774000	1779000	年々増え続けていることも一位となっているようです。
1783000	1788000	アナウンサーは何について話していますか?
1788000	1790000	1
1790000	1795000	小資価による教育費の減少
1795000	1797000	2
1797000	1801000	家計に占める幼児の教育費の増加
1801000	1804000	3
1804000	1808000	人気のある幼児の習い事
1808000	1811000	4
1811000	1815000	有名市立小学校の人気の高さ
1815000	1818000	5
1825000	1828000	5
1828000	1831000	テレビで男の人が話しています。
1831000	1835000	日本は四方を海に囲まれていることから、
1835000	1839000	動物性単拍室の接種を魚に頼ってきました。
1839000	1842000	ところが、食の欧米化とともに、
1842000	1846000	最近は年々消費量が減ってきています。
1846000	1850000	そこで、水産化工業に携わる人々は、
1850000	1853000	もっと魚を食べてもらいたいという思いで、
1853000	1855000	さまざまな提案をしています。
1855000	1860000	その試みの一つが、ファストフードならぬファストフィッシュです。
1860000	1864000	例えば、あらかじめ骨や皮が取り除いてあったり、
1864000	1867000	野菜と一緒にレンジで加熱するだけで
1867000	1870000	調理できるものが出てきました。
1870000	1874000	このような商品は、今海外にも輸出されるようになりました。
1878000	1882000	男の人は主に何について話していますか?
1884000	1885000	1
1885000	1889000	日本と外国の魚の食べ方の比較
1891000	1892000	2
1892000	1895000	魚の消費量が減った理由
1898000	1899000	3
1899000	1902000	魚の伝統的な調理方法
1905000	1906000	4
1906000	1909000	魚の消費量を増やす工夫
1920000	1922000	6
1922000	1925000	テレビでアナウンサーが話しています。
1926000	1930000	最近は、海外に輸出している大型スーパーの影響で、
1930000	1936000	昔からある商店街は買い物客が減り、経営が苦しいところが増えています。
1936000	1942000	このような状況の中、緑町の商店街ではユニークな試みを始めました。
1942000	1946000	今月から、緑町商店街が緑マネーという
1946000	1950000	この町の商店でだけ使えるお金の制度を作りました。
1951000	1955000	これは、例えば、お年寄りが子供たちに昔話を聞かせるとか
1955000	1960000	公園の清掃をするといったボランティア活動をするともらえます。
1960000	1965000	町の人は、ボランティア活動で緑マネーをもらうことができ、
1965000	1970000	緑マネーが使える商店街の店では、客を呼び込むことができます。
1970000	1976000	今後、この緑マネーが普及し、お客が増えることを地元では期待しています。
1981000	1984000	アナウンサーの話のテーマは何ですか?
1986000	1989000	1.大型スーパーの進出
1992000	1995000	2.子供のボランティア活動
1998000	2002000	3.商店街に客を呼ぶ取組
2005000	2008000	4.緑マネーの課題
2010000	2014000	5.商店街に客を呼び込むことができます。
2019000	2022000	1.田中くん聞いたよ
2022000	2026000	受けた面接全部通るなんて田中くんぐらいだよ
2028000	2031000	1.自分でも情けないです
2033000	2036000	2.運が良かっただけですよ
2037000	2041000	3.全員通るなんてすごいですね
2052000	2057000	2.遅くなっちゃってごめん帰り際に部長に捕まって
2059000	2063000	1.急いでる時に限ってそういうものよね
2064000	2068000	2.もうちょっと待っててあげたら良かったのに
2070000	2074000	3.部長ってなかなか捕まらないよね
2086000	2088000	3.うちの社長
2088000	2093000	うちの社長今でこそ成功してるけど若い頃は雑説の連続だったんだって
2095000	2099000	1.経営が思わしくないんだ
2102000	2105000	2.若い頃から成功してたんだね
2107000	2110000	3.今の姿からは想像できないよね
2119000	2123000	4.今度の取引先にはちょっと巻いてるんだよ
2128000	2131000	1.何かあったんですか
2133000	2136000	2.うまくいって良かったですね
2138000	2141000	3.よく来て下さいました
2149000	2153000	5.終末は天気が崩れるらしいけど
2154000	2157000	1.やっぱり演技するしかないですか
2160000	2163000	2.今さらやめるわけに行かないですからね
2166000	2169000	3.日程を調整しなくちゃいけませんね
2170000	2173000	6.今度うちに廃属された新人だけど失礼気はあまりないんだよね
2175000	2178000	1.うまくいって良かった
2180000	2183000	1.うまくいって良かった
2185000	2188000	2.うまくいって良かった
2190000	2193000	3.うまくいって良かった
2194000	2197000	4.うまくいって良かった
2199000	2202000	うーん、礼儀正しいんだ
2203000	2206000	2.気にさわることでもあったの?
2208000	2211000	3.若いのに関心じゃない
2223000	2228000	7.今日のトラブルについては部長に報告するまでもないかな
2230000	2234000	1.お話ししておいた方がいいかと
2236000	2240000	2.はい、急いで部長にお伝えします
2242000	2245000	3.じゃあもう報告済みなんですね
2245000	2248000	8.今回のことを何とお浴びすればいいものか
2250000	2253000	1.お気になされないでください
2255000	2258000	2.何がよろしいでしょうか
2260000	2262000	3.あの…
2264000	2267000	1.お気になされないでください
2269000	2272000	2.何がよろしいでしょうか
2273000	2277000	3.あの、どうぞご遠慮なく
2288000	2295000	9.衝動外したものってせっかく買っても使わずじまいってことあるよね
2296000	2300000	1.結局無駄になるのよね
2302000	2305000	2.よく使い込んでるよね
2307000	2311000	3.うん、今が解読だよね
2322000	2329000	10.けさは来客が少なかったせいかことのほか事務処理がはかとったよ
2330000	2334000	1.時間を浪費しちゃったね
2335000	2338000	2.それは何よりね
2340000	2343000	3.うまくいかないときもあるよ
2343000	2346000	10.お気にいございます
2354000	2357000	11.ねえ山田さん
2357000	2362000	今度の新年会の漢字だけど、きむらさが勝手出てくれたんですね
2364000	2368000	1.じゃあ1度私から頼んでみますよ
2368000	2370240	私から頼んでみますよ
2370240	2372240	2
2372240	2376240	ええ、自分からやりたいって言ってくれて
2376240	2378240	3
2378240	2382240	まあ、出てもらってもいいんじゃないですか
2392240	2394240	12番
2394480	2400480	今回のプロジェクトの成功は君の尽力なくしては得られなかったよ
2400480	2402480	1
2402480	2406480	今度こそ成功を目指しましょう
2406480	2408480	2
2408480	2410480	分かりました、以後留意します
2410480	2412480	3
2412480	2416480	チームワークが良かったからですよ
2424480	2428480	13番
2428480	2436480	君の考えた新製品、アイディアはともかくデザインがありきたりなんだよね
2436480	2438480	1
2438480	2440480	デザインがユニークすぎるんですか?
2440480	2442480	2
2442480	2446480	では、そのあたりを含めて再検討します
2446480	2448480	3
2448480	2452480	褒めて頂けるなんて光栄です
2454480	2458480	14番
2462480	2470480	営業部の中川さんってゴルフの腕前プロ顔負けらしいですよ
2470480	2472480	1
2472480	2476480	え、中川さん負けちゃったんですか?
2476480	2478480	2
2478480	2482480	あの腕前はプロならではですよね
2482720	2484720	3
2484720	2486720	練習のコツを知りたいものですね
2494720	2496720	1
2496720	2498720	1
2498720	2504720	市役所で男の人と係の人が話しています
2504720	2510720	あの、市が開催している文化教室に参加したいと思ってるんですが
2510960	2512960	どのような分野にご興味が終わりですか?
2512960	2516960	この地域の歴史や文化を学べるようなのがいいかと思って
2516960	2518960	そうですか
2518960	2522960	いくつかありますが、ご希望の曜日や時間帯はありますか?
2522960	2528960	仕事から帰るのが平日は夜7時以降になりますね
2528960	2530960	週末は基本的に参加できます
2530960	2534960	月に1、2回ぐらいのものがいいですね
2534960	2538960	では、こちらの一覧をご覧ください
2538960	2542960	昔の暮らしを学ぶ会というのがありますが
2542960	2546960	この土地の古い文献を読んで昔の暮らしを学ぶ活動です
2546960	2548960	月に2回やってます
2548960	2552960	あ、これ水曜の6時からですね
2552960	2558960	それから祭り保存会っていうのが7時からあります
2558960	2564960	月2回、金曜日に集まってこの辺りに伝わる祭りの由来について勉強したり
2564960	2566960	踊りを練習したりします
2566960	2570960	毎年祭りの時は保存会の皆さんが踊ってくださるんです
2570960	2573960	えー、楽しそうですね
2573960	2575960	週末ですと
2575960	2580960	土曜日の午後に歴史名所クラブがありますね
2580960	2584960	歴史上の名所や資料館などを見学します
2584960	2588960	こちらは月に1回です
2588960	2592960	その他に民話に親しむ会というのがあって
2592960	2595960	日曜の午前中に毎週やっていますよ
2596960	2598960	ここは3ヶ月に1回
2598960	2603960	1泊2日で民話に出てくる土地を訪ねる旅行をしています
2603960	2606960	どれも面白そうですね
2606960	2609960	でも遅刻はしたくないし
2609960	2611960	体を動かすのは好きだけど
2611960	2614960	人前で踊るのは恥ずかしいし
2614960	2617960	止まるのもちょっとなぁ
2617960	2620960	そうするとこれですね
2625960	2630960	男の人はどの活動に参加しますか
2630960	2631960	1
2631960	2634960	昔の暮らしを学ぶ会
2637960	2638960	2
2638960	2640960	祭り保存会
2642960	2643960	3
2643960	2645960	歴史名所クラブ
2648960	2649960	4
2649960	2651960	民話に親しむ会
2656960	2658960	2
2663960	2664960	2
2664960	2669960	経営学研究会の会長と担当者2人が
2669960	2672960	講演会について話しています
2672960	2676960	さらい月開催する講演会ですが
2676960	2679960	講演をお願いしようと思っていた山田先生
2679960	2683960	その時期は海外へ調査に出かけられるそうなんです
2683960	2685960	どうしましょうね
2685960	2686960	ええ
2686960	2690960	山田先生は経営学の分野では第1人社ですし
2690960	2694960	会員からもお話を伺いたいという声が多いんですよ
2694960	2698960	日程を変更してもう一度お願いするということはできないんでしょうか
2698960	2699960	でも
2699960	2703960	これから別の日程で会場を抑えるのは無理です
2703960	2704960	そうですね
2704960	2706960	じゃあ異例ですけど
2706960	2711960	事前に講演を録画して当日会場で上映するというのではどうでしょう
2711960	2713960	講演は一方通行じゃなくて
2713960	2717960	参加者と質疑応答ができる形にしたいわね
2717960	2720960	じゃあ山田先生に同じ分野の著名な方を
2720960	2723960	どなたかご紹介いただいたらどうでしょう
