start	end	text
1336720	1338560	機能性は言うまでもありませんが
1338560	1341160	デザイン性もかなり重視していますからね
1341660	1342300	でもね
1342300	1345320	分割で毎月少しずつ払う方法が
1345320	1346000	あるといっても
1346380	1348220	若者向けということであれば
1348220	1349880	価格はもっと抑える必要が
1349880	1350940	あったんじゃないでしょうかね
1351600	1353860	購入者層の年齢をもう少し
1353860	1355160	上に設定していたら
1355160	1358160	この価格で全く問題ないと思いますが
1363900	1365040	男の人は
1365040	1367920	新しいパソコンは若者にとって
1367920	1370260	どうだと言っていますか
1371460	1371840	一
1372780	1375580	デザインもよく値段も適当だ
1378400	1378760	2
1379600	1380840	デザインは良いが
1380840	1382560	値段は適当でない
1385580	1385940	3
1386880	1388780	デザインはあまり良くないが
1388780	1390620	値段は適当だ
1393200	1393560	4
1394480	1396180	デザインもあまり良くなく
1396560	1398160	値段も適当でない
1408680	1409080	3
1409080	1413360	男の人と女の人が話しています
1417140	1419660	卒業してからもう3年か
1419660	1420880	そうだね
1420880	1423420	こうやって話すのも久しぶりだね
1423420	1425760	まだ同じ会社で頑張ってるんだって
1425760	1427800	すぐやめるかと思ってたけど
1427800	1428420	うん
1428420	1431080	もう少し大きい会社にと思って
1431080	1433180	いろいろ探してみたんだけどね
1433180	1433920	結局
1434460	1436740	働き出した頃は嫌になったら
1436740	1438400	自分で会社作っちゃおうって
1438400	1440260	確かそんなこと言ってたよね
1440780	1441540	そうだっけ
1442360	1444120	でも悪くないんでしょ給料
1444480	1445180	どうかな
1445940	1448040	今の会社でどれだけ頑張っても
1448040	1450200	大手の7割ってところかな
1450960	1452400	じゃあやっぱりいつかは
1452400	1453800	転職するつもり
1455000	1456880	ここにいても自分が
1456880	1458260	成長できない気がしたら
1458260	1459780	考えようと思ってたけど
1460300	1462040	私もまだまだ1人前
1462040	1462960	ってわけじゃないから
1462960	1465320	まずはもっと勉強しなくちゃ
1465320	1466020	ええ
1466520	1468660	君なら給料が高かったら
1468660	1469700	業界変えてでも
1469700	1471100	転職するんだと思ってた
1471100	1473580	いやさすがにそれはきついよ
1474200	1476420	今はあまり軽率な行動は
1476420	1477900	取らないようにしようと思ってる
1477900	1478820	そっか
1486760	1489000	女の人は仕事について
1489000	1491800	今後どうしようと思っていますか
1494260	1497000	自分で新しい会社を作る
1500800	1504620	給料の高い会社で働く
1507400	1509660	今の会社でしばらく
1509660	1510900	働き続ける
1514940	1517180	新しい業界で働く
1525820	1526320	新しい会社で働く
1526320	1526320	
1526320	1526320	
1526320	1529840	4番
1530480	1532760	ラジオで男の人が
1532760	1533580	話しています
1539040	1541440	皆さん動物の世界の時間です
1542140	1543860	動物の生活券は
1543860	1544760	水中
1544760	1546760	空 陸などさまざまですが
1546760	1550060	そこでどのような生活を送っているのでしょうか
1550860	1554220	常に水の中を自由に泳ぎ回っている マグロ
1554220	1556440	空を飛び回っているアホードリ
1557080	1561340	このような生き物は人間のように 活動を停止しなくても
1561340	1564820	水中や空を移動しながら 眠ることができるんです
1565620	1568500	左右の脳を交互に休ませることによって
1568500	1571340	継続的な活動を可能にしているんですね
1572840	1575920	また草原に住むキリンなどの 草食動物は
1575920	1579920	天敵から襲われないように浅い眠りを保ち
1580280	1583200	完全に脳の活動を停止することはありません
1584080	1587700	一方自分より強い天敵を持たないライオンは
1587700	1591600	狩りをする以外の時間はのんびり寝て過ごしています
1592320	1594680	動物によってかなり違いますよね
1600720	1604560	男の人は主に何について話していますか
1606280	1609420	1 動物の生活権
1612160	1615420	2 動物の脳の進化
1618220	1621760	3 動物の睡眠の取り方
1624620	1628300	4 動物と天敵の関係
1640440	1641260	5 動物の関係
1641260	1644840	5番 ラジオで女の人が話しています
1646800	1651480	近くの公園で先週あたりからたくさんの日回りが先出しました
1652140	1655920	そうしたら通勤や買物途中の人が足を止めて
1655920	1657000	日回りを見て
1657740	1660600	日回りきれいですねって話しているんです
1661200	1665200	花が咲いてやっと日回りに気がついた人が多いんですね
1666060	1671160	実はこの日回り町内会で子供たちも参加して種を舞いたんです
1671160	1673320	もうずいぶん前のことになりますけど
1674300	1678200	花は咲いてなくても日回りは前からそこにあったんです
1678980	1683360	そしてみんなが水をやったりしてずっと大切に世話をしてきた
1684400	1688080	これはスポーツや勉強でも同じじゃないでしょうか
1688480	1694100	大輪の花を咲かせるという成果を得るためにはずっと前に種を舞いて
1694100	1698540	長い間見えないところで努力をし続けなきゃならないんです
1704340	1707160	女の人が伝えたいことは何ですか
1709060	1713760	1 結果を出すためには自密な努力が必要
1716620	1721820	2 公園の美花には地域ぐるみの協力が必要
1724660	1729600	3 植物を育てるには日々の手入れが大切
1732580	1737380	4 スポーツや勉強も結果を出すことが大切
1749500	1754800	6番 会社で女の人と男の人が話しています
1756740	1758640	部長お呼びでしょうか
1758640	1764280	新しい部署はどう グループリーダーを任されるのは初めてだよね
1765080	1770000	はい プロジェクトの方向性を決定していく立場なのでとてもやりがいがあります
1770000	1774940	そうか 君は入社当時からとにかく突っ走ってたからね
1775660	1781120	その頃から君のアイデアは斬新というか疑伐というか注目されてたし
1781120	1783160	お褒めに預かり公園です
1783160	1785940	ただね 言うまでもないと思うけど
1786400	1793380	リーダーってのは自分の意見を通すことよりも部下の意見を吸い上げることに神経を使わなきゃいけないよね
1794160	1794480	ああ
1794480	1799160	もちろん上司に言われるままに行動する部下にも問題があるわけだけど
1799880	1804700	上司が突っ走るタイプだと意見を出しにくいところはあると思うんだよね
1805400	1809500	ああ 私はどんどん意見を出すように言ってるんですが
1809920	1813580	まあ君みたいに積極的なタイプの社員ばかりじゃないからね
1814360	1818620	言葉で言うだけでなくそういう雰囲気づくりも大事だよ
1824340	1824780	1
1824780	1828640	男の人は何のために女の人を呼びましたか
1830200	1830640	1
1831540	1834060	新しい部署に移動させるため
1836960	1837400	2
1838180	1840640	斬新なアイディアを褒めるため
1843620	1844060	3
1844960	1848380	仕事の進め方について助言するため
1851280	1851700	4
1852620	1855780	プロジェクトについて意見を聞くため
1867560	1867980	1
1869140	1873520	ねぇ 会計家の山田くんいつもボソボソ話すよね
1875580	1875940	1
1876860	1879300	もう少しはっきり話してほしいよね
1881440	1881800	2
1882660	1884680	もっと静かに話せないのかな
1887080	1887440	3
1888440	1890300	本当に聞きやすくていいよね
1902440	1902800	2
1902800	1902920	2
1903740	1908540	昨日の夜中のサッカーチュー系うっかりしてで見逃しちゃったよ
1910520	1910880	1
1911720	1913680	よく夜中まで見てたわね
1915720	1916080	2
1916900	1919160	え?録画しとかなかったの?
1921240	1921600	3
1922500	1924680	ボールから目を離しちゃダメだよ
1936800	1937280	3
1937280	1938720	ボールから目を離しちゃダメだよ
1938720	1938720	
1938720	1938720	
1938720	1941340	今日の面接散々だったよ
1942580	1943060	1
1943880	1946680	しっかり準備しただけのことあったね
1948420	1948900	2
1949760	1951340	なんか失敗でもしたの?
1953240	1953720	3
1954620	1957680	ありがたい話だね 今日はついてたね
1969520	1975240	4番 君の報告書 侵入社員でもあるまいし何なんだ
1977300	1977720	1
1978520	1980160	お褒めいただきまして
1981940	1982340	2
1983080	1985100	すぐに作成し直します
1987040	1987440	3
1988280	1990000	努力した会がありました
2002080	2006820	5番 さっきからそわそわしちゃって何かあるの?
2008400	2008800	1
2009700	2012060	え?落ち込んでるように見える?
2014060	2014460	2
2015300	2017540	ちょっと大事な連絡を待ってるんだ
2019520	2019920	3
2020880	2022740	うん 元気いっぱいだよ
2034580	2035300	6番
2035300	2035300	
2036160	2040920	この間駅前の交差点で幼馴染みにばったり出くわしてね
2042800	2043200	1
2044020	2046300	久々に待ち合わせしたんだ
2048000	2048400	2
2049120	2052000	あの交差点 見通し悪いからね
2053940	2054460	3
2055460	2057680	それはすごい偶然だね
2069240	2070180	7番
2070880	2077620	うちの子 女儀が始めるって言ってるんだけど せいぜい3日も続けば上場だろうな
2079200	2079600	1
2080560	2083660	へー 3日も続いてるのね
2085340	2085740	2
2086560	2088920	親としても自慢したくなるよね
2091020	2091420	3
2092420	2093880	そんなことないでしょ
2105900	2106800	8番
2107520	2108040	1
2116000	2118320	それはどうぞ大事に
2119460	2119980	2
2120740	2122980	それってほんと嫌になるね
2124700	2125220	3
2126200	2128280	そんなに幼児が多かったんだね
2140060	2141080	9番
2141080	2148440	9番
2148440	2148940	1
2151940	2152600	2
2156100	2158760	仕事一筋のお母さんなんですね
2160900	2161260	3
2162200	2163800	見習いたいものですね
2175820	2176540	10番
2177400	2183160	今度のプロジェクトはIT技術に明るい君が売ってつけたと思うんだけど どう
2184980	2185340	1
2186300	2188560	ご期待に添えるよ頑張ります
2190380	2190880	2
2191500	2193600	どなたが敵人なんですか
2195420	2195920	3
2196780	2199560	私じゃ技術力が足りないんですか
2211640	2212640	11番
2220480	2220840	1
2225280	2225640	2
2227180	2229000	見せてみなきゃ始まらないよ
2231060	2231420	3
2232260	2234980	部長が承認してくれてこれでいけるね
2247140	2247860	12番
2248620	2251820	この店の定食値段の割には悪くないね
2253880	2254320	1
2255120	2258760	でしょ他の店ならもうちょっとするよ
2260380	2260820	2
2261560	2264520	確かにあまりにも高すぎるよね
2266480	2266920	3
2268300	2269940	そうそんなにまずいかな
2282540	2283420	13番
2284120	2289460	田中様本日は足元の悪い中弊社までお運びいただきまして
2291200	2291640	1
2292540	2294500	足のおけがはいかがでしょう
2296400	2296840	2
2297580	2300060	そちらにおいていただけますか
2301660	2302100	3
2303040	2305200	こちらこそお時間をいただいて
2313760	2314320	4
2317480	2318460	14番
2319040	2322740	お客様そちら今流行っているんですよ
2322740	2325800	よろしければお飯になりませんか
2327580	2328140	1
2329040	2331020	じゃあ試してみます
2332480	2333040	2
2333720	2335700	よろしければ差し上げます
2337580	2338100	3
2338940	2340980	それならごちそうになります
2352660	2353580	1番
2354300	2358320	電気店で女の人と店員が話しています
2362300	2362740	2
2362740	2366180	あの薄型のテレビを買いたいと思ってるんですけど
2366180	2368460	どのようなものを探しですか
2368940	2372680	自然や美術番組をいい画質で見たいんです
2373320	2378720	それから私機械が苦手なので操作はできるだけ簡単な方がいいんです
2379320	2379720	そうです
2383060	2383860	2番
2384700	2389540	社員2人と上司が会社説明会について話しています
2391380	2395620	部長来月1日に予定している会社説明会なんですが
2395620	2398860	参加希望者が予想をかなり上回りそうなんです
2399440	2399840	そう
2400580	2404260	大勢来てくれるのはいいけど会場は大丈夫なの
2404860	2408520	今予約してあるホテルの会場では入りきらないかもしれないんです
2409080	2413300	また別の日に2回目の説明会を開いた方がいいかと思うんですが
2414160	2418040	いや別の人なると都合がつかなくなる人も多くなるだろうから
2418660	2421500	説明会のひどりは動かさない方がいいね
2422500	2425520	説明会は午前を予定しているんですが
2425520	2430380	先ほどホテルに聞いてみたところ午後も同じ会場を使えるそうです
2431060	2433460	じゃあ午前と午後の2回にしましょうか
2433800	2436440	それならスタッフを増やす必要もないですし
2436440	2440120	念のため他の部屋についても聞いてみたんですが
2440120	2442640	小さめの部屋も空いているそうです
2443700	2447000	例えば説明会は予定通り午前中だけにして
2447000	2450180	会場を2つにするってこともできますよね
2450180	2454000	うーん 会場を分けるとなると人だけじゃなく
2454000	2456000	機材も増やさなくちゃいけませんよね
2457200	2460140	あと大延会場も使えるって言ってましたよ
2460140	2462180	ここなら全員入れます
2462180	2465400	それでもやっぱり人を増やさなくちゃいけませんよね
2465860	2470960	そうだな スタッフは増やさず説明会の回数を増やすのが
2470960	2475080	現実的だな その方向で会場を確保しておいてください
2480960	2485460	会社説明会をどのように行うことになりましたか
2487100	2490300	1 別の日にもう一度する
2493860	2497080	2 同じ日の午前と午後にする
2500020	2505240	3 同じ日の同じ時間に一つの会場でする
2508060	2513400	4 同じ日の同じ時間に二つの会場でする
2525340	2526100	3 番
2526800	2531360	テレビの通販番組で時計について説明しています
2535660	2538840	今日は高級腕時計4点のご案内です
2538840	2544080	まずは商品番号1番 人気の高い定番商品です
2544760	2549600	全体に宝石を散りばめとても華やかでベルトを変えれば
2549600	2552920	ビジネスプライベート両方にお使いいただけます
2553780	2558780	次商品番号2番は海のスポーツにも連れていけるタフな一品
2559400	2564940	防水効果が非常に高く深さ100メートルの水中でも全く問題ありません
2566040	2570900	そして商品番号3番は2つの時刻を示せるのが特徴です
2571620	2577480	海外旅行にお出かけの際現地と日本の時間を同時に確認でき便利です
2578380	2584820	そして最後商品番号4番は1926年の発売当時のままのデザインです
2585440	2589660	この時計は1日1回ネジをまかなければなりませんが
2589660	2594220	手間をかけることで愛着も湧き一生つきあえる一品です
2595040	2599660	以上4点全て男性用女性用をご用意しております
2601620	2603800	新しい時計欲しいって言ってたよね
2604300	2609180	君は海外出張多いから2つの国の時間が分かるの便利なんじゃない
2609920	2614680	うーん確かにそうなんだけどデザインが今1つかな
2615300	2620100	それよりこの宝石の付いている時計友達が持っているんだけど
2620100	2623320	ベルト変えると雰囲気が全然違って見えるの
2624060	2627960	ねえ私これにするあなたもペアでもたない
2627960	2633720	うーん君には似合うと思うけど僕にはねちょっと派手すぎるかな
2634720	2638640	僕はよく海に行くしこれなら海でもできるよね
2639140	2645340	そうねでも高価な時計を海でするなんてちょっともったいないんじゃない
2646020	2652440	それに仕事でも使うんだったらもう少し落ち着いたデザインのものの方がいいと思うけど
2652960	2657900	そうだよね実は一番気になってたのはアンティークみたいなのなんだ
2658460	2660800	僕も思い切って新しくしちゃおうかな
2661240	2666740	いいんじゃない普通の人だと毎日ネジを巻くのは面倒くさがるだろうけど
2667140	2669420	あなた結構豆だものね
2675340	2676600	質問 1
2677440	2680940	女の人が買おうと思っているのはどれですか
2694420	2696240	質問 2
2696240	2700200	男の人が買おうと思っているのはどれですか
